ID,h2o,catboost,xgb,final_prediction
3118,0,1,1,1
7340,1,0,1,1
6704,0,0,0,0
3622,1,1,1,1
765,1,1,0,1
3940,0,0,0,0
2292,0,1,0,0
7228,0,0,0,0
3525,1,1,1,1
5834,0,0,0,0
6550,0,0,0,0
4960,0,1,0,0
4950,0,0,0,0
130,1,1,1,1
7403,0,0,0,0
2163,1,1,1,1
2438,1,1,1,1
340,1,1,1,1
2805,1,1,1,1
3309,1,1,1,1
3529,0,1,0,0
4724,0,0,0,0
2908,1,1,1,1
1338,1,1,0,1
6514,1,1,1,1
5496,0,0,0,0
819,1,1,1,1
5478,0,0,0,0
4100,0,0,0,0
1449,0,1,0,0
5473,0,0,0,0
276,1,1,1,1
4342,0,0,0,0
2548,0,0,0,0
6543,0,0,0,0
7350,0,0,0,0
2171,1,1,1,1
4080,0,0,0,0
1051,1,0,0,0
2249,0,1,0,0
4259,1,1,1,1
4386,1,1,0,1
1515,1,1,0,1
6865,0,0,1,0
7327,0,1,1,1
7617,0,0,0,0
6966,1,1,1,1
7237,0,0,0,0
6363,0,0,0,0
4401,1,1,1,1
5731,1,0,0,0
3626,0,1,1,1
3911,0,1,0,0
2832,0,1,0,0
4662,1,1,0,1
1909,1,1,1,1
4771,1,1,0,1
5243,1,1,1,1
7538,0,1,0,0
4838,1,1,0,1
3860,1,1,0,1
2311,1,1,1,1
5488,0,0,0,0
1733,1,1,0,1
6169,1,1,1,1
4518,1,1,0,1
7198,0,0,0,0
2919,1,1,0,1
2554,1,1,1,1
1684,0,0,0,0
4476,0,0,0,0
6602,0,0,0,0
555,0,1,0,0
5899,1,1,0,1
7346,0,0,0,0
7276,1,1,0,1
3375,1,1,1,1
6584,0,0,0,0
2490,1,1,1,1
3047,1,1,1,1
6824,1,1,1,1
3851,1,1,0,1
2606,0,0,0,0
7043,0,0,0,0
6900,0,0,0,0
2262,1,1,0,1
4644,1,0,0,0
6637,0,1,1,1
2839,0,1,1,1
7341,0,0,0,0
1343,0,0,0,0
2796,1,1,1,1
3925,1,1,1,1
2813,1,0,0,0
1217,1,1,1,1
2918,0,0,0,0
3986,0,1,0,0
1917,1,1,1,1
128,0,0,0,0
6682,1,1,0,1
6588,1,0,0,0
2518,1,1,1,1
1108,1,1,1,1
358,1,0,1,1
2784,0,0,1,0
7045,1,1,0,1
5039,0,0,0,0
5410,1,1,1,1
7624,1,0,0,0
3832,0,0,0,0
2701,1,1,0,1
6159,0,0,1,0
594,1,1,1,1
3025,1,0,0,0
2088,1,1,1,1
5661,0,1,0,0
6679,0,0,0,0
4479,0,0,0,0
202,1,1,0,1
4979,0,0,0,0
367,1,1,1,1
5454,0,1,1,1
3215,1,1,1,1
4096,0,0,0,0
2400,1,1,1,1
2844,0,0,1,0
2799,0,1,0,0
5217,0,0,0,0
3332,1,1,1,1
3516,1,1,1,1
3881,1,0,0,0
2181,0,1,1,1
4215,0,0,0,0
5057,0,0,0,0
4698,1,0,0,0
252,1,1,1,1
2759,0,1,0,0
5231,0,0,0,0
3238,1,1,1,1
4545,0,0,0,0
1450,1,1,1,1
2819,1,1,0,1
1011,1,1,1,1
2556,1,1,1,1
6168,0,0,0,0
5313,0,0,0,0
4824,1,1,1,1
5716,0,0,0,0
3809,1,1,0,1
4457,0,0,0,0
2693,1,0,0,0
3397,1,1,1,1
5323,1,1,0,1
1429,1,1,0,1
2408,0,0,0,0
903,1,1,1,1
7011,1,0,1,1
6918,0,0,0,0
7064,1,1,0,1
1236,1,1,1,1
4606,0,1,0,0
4517,0,0,0,0
1001,0,0,0,0
6500,0,0,0,0
5617,0,0,0,0
1796,1,1,1,1
942,1,1,1,1
49,1,1,1,1
893,1,1,0,1
7201,1,0,0,0
740,1,0,0,0
5441,0,0,0,0
2906,0,1,0,0
6862,0,0,1,0
3693,0,0,0,0
4248,0,1,0,0
239,1,0,0,0
1610,1,1,1,1
496,1,0,1,1
2161,1,1,1,1
5814,0,0,0,0
7062,1,1,1,1
7514,0,0,0,0
3198,0,1,0,0
1053,1,1,1,1
6531,0,0,0,0
2958,1,1,1,1
4881,1,1,1,1
1153,1,0,1,1
4952,0,0,0,0
3910,1,1,1,1
3961,1,1,1,1
725,0,1,1,1
6924,1,1,0,1
5870,1,1,1,1
104,1,1,0,1
7398,1,0,1,1
5043,0,0,0,0
5807,1,1,1,1
6096,0,0,0,0
474,1,0,0,0
7167,1,0,1,1
1689,1,1,1,1
7046,1,0,0,0
4078,0,0,0,0
1199,1,1,1,1
223,1,0,0,0
1645,0,0,0,0
874,1,1,0,1
5652,1,0,0,0
6323,1,1,0,1
6386,0,0,0,0
3496,0,1,1,1
265,0,0,0,0
4301,0,1,0,0
5616,1,1,0,1
1740,1,1,0,1
7362,0,0,1,0
2011,1,1,0,1
179,1,1,1,1
6416,1,1,1,1
1980,1,1,0,1
2048,1,1,1,1
3700,0,1,1,1
2939,0,0,0,0
1033,1,1,1,1
4332,0,1,0,0
2513,1,0,0,0
7405,0,0,0,0
1308,1,0,0,0
2046,1,1,1,1
809,1,1,1,1
5391,0,0,0,0
5904,0,1,1,1
858,1,1,1,1
5078,0,0,0,0
2206,0,0,0,0
7494,0,0,0,0
2096,1,1,1,1
6004,0,0,1,0
7431,0,0,0,0
2984,0,0,0,0
3302,0,0,0,0
687,1,0,1,1
3245,1,1,1,1
6690,0,0,0,0
3223,1,1,1,1
1283,1,1,1,1
1493,1,0,0,0
221,1,1,1,1
4131,0,0,0,0
1203,1,1,1,1
6080,0,0,1,0
4237,0,0,0,0
5244,0,0,0,0
4723,0,0,0,0
3620,1,0,0,0
374,1,1,1,1
87,0,1,0,0
3728,1,1,0,1
5187,0,0,0,0
6729,1,1,1,1
5286,1,1,0,1
5312,0,0,0,0
5691,0,1,0,0
6284,0,0,0,0
4074,0,0,0,0
4146,1,1,0,1
4211,0,0,1,0
4611,1,1,1,1
2954,1,1,1,1
3558,0,0,0,0
5308,1,1,0,1
6454,0,0,0,0
7573,0,1,1,1
2375,0,0,0,0
1954,1,1,1,1
2381,0,0,0,0
6959,1,0,0,0
4932,0,0,0,0
4150,0,1,1,1
4179,1,1,1,1
5905,0,0,0,0
4617,0,0,0,0
5771,0,0,0,0
5625,0,0,0,0
1154,1,1,1,1
3735,0,0,0,0
3456,1,1,0,1
1994,1,1,0,1
558,1,1,1,1
6681,0,0,0,0
5577,0,1,0,0
7627,1,0,0,0
5225,0,0,0,0
6174,1,0,1,1
6063,0,0,0,0
2022,0,1,1,1
5311,0,0,0,0
4003,1,0,1,1
4435,0,0,0,0
6609,0,0,0,0
3537,1,1,1,1
495,0,0,0,0
6189,0,0,0,0
6192,0,0,0,0
2887,1,1,1,1
5077,0,0,0,0
5066,0,0,0,0
3882,0,1,0,0
6337,0,0,0,0
6212,0,0,0,0
7572,1,1,1,1
4529,1,0,0,0
4329,0,1,0,0
3066,1,1,1,1
4935,0,1,0,0
2563,1,1,1,1
3858,1,1,1,1
2969,0,0,0,0
4256,1,0,0,0
3472,1,1,1,1
3325,1,1,0,1
1226,0,0,0,0
518,1,1,0,1
1839,1,1,0,1
3133,1,1,1,1
1677,1,0,0,0
156,1,1,1,1
286,1,1,1,1
4622,1,1,1,1
4864,1,1,0,1
6583,0,1,0,0
15,1,1,1,1
6562,0,0,0,0
3598,0,0,0,0
3810,0,1,0,0
2524,1,0,0,0
4268,0,1,0,0
2997,1,1,0,1
6833,0,1,1,1
6977,0,0,0,0
3131,1,1,1,1
6780,1,0,1,1
6207,1,0,1,1
6196,0,0,0,0
1782,1,0,0,0
4258,1,0,0,0
2982,0,0,0,0
4428,1,1,1,1
4552,1,0,0,0
5614,0,0,0,0
3063,1,1,0,1
2573,1,1,0,1
5067,0,0,0,0
1016,1,1,1,1
4511,0,0,0,0
659,0,0,0,0
7183,0,0,0,0
5813,0,0,0,0
925,1,1,1,1
6938,1,1,1,1
5477,0,1,1,1
5468,0,0,0,0
5877,0,0,0,0
2125,1,1,1,1
1151,0,0,0,0
1328,0,0,0,0
7109,0,0,0,0
2357,1,1,0,1
1087,1,1,1,1
4030,0,0,0,0
1172,1,1,0,1
2300,1,1,1,1
3979,1,1,0,1
1766,1,0,0,0
5852,0,0,0,0
6030,0,0,0,0
3130,1,1,1,1
2297,1,1,1,1
1717,1,1,1,1
4307,1,1,1,1
317,0,0,0,0
6558,0,0,0,0
7509,0,0,0,0
1131,1,1,1,1
42,1,1,1,1
7609,1,0,0,0
4994,1,1,1,1
6434,0,0,1,0
592,0,1,0,0
2256,0,0,0,0
4210,0,0,0,0
6216,0,0,0,0
2331,0,1,0,0
5958,0,0,0,0
2054,1,1,1,1
584,1,1,0,1
1545,1,0,0,0
5854,0,0,0,0
5973,0,0,0,0
3243,1,1,1,1
6753,0,0,0,0
3507,1,0,0,0
73,1,1,0,1
5985,1,1,1,1
3690,0,1,1,1
2626,0,1,0,0
5429,0,1,0,0
1932,1,1,1,1
4046,0,0,0,0
748,1,1,1,1
5112,1,0,1,1
5021,0,0,0,0
2581,0,0,0,0
5758,0,0,0,0
6517,1,1,1,1
5990,1,1,1,1
5107,0,0,0,0
3662,0,0,0,0
1010,1,1,1,1
1931,1,1,1,1
7202,0,0,0,0
2772,1,1,1,1
975,1,1,1,1
525,1,1,1,1
603,0,0,1,0
667,1,0,0,0
6689,1,1,1,1
7479,0,0,0,0
4955,1,1,1,1
1868,1,1,1,1
44,1,1,1,1
7429,1,1,1,1
3289,1,1,1,1
257,0,1,0,0
6099,0,0,0,0
7272,0,0,0,0
2620,1,0,0,0
2094,1,1,1,1
5792,1,1,1,1
4032,1,1,1,1
3751,1,1,1,1
3429,1,1,0,1
5902,1,0,0,0
4679,0,0,0,0
6136,0,0,0,0
5730,0,0,0,0
6852,0,1,0,0
3889,0,0,0,0
3060,1,1,1,1
6808,0,0,0,0
7082,1,0,0,0
5199,0,1,0,0
6481,1,1,1,1
1319,1,1,1,1
1035,1,1,1,1
6974,0,0,0,0
744,1,1,1,1
4551,1,1,1,1
481,1,1,1,1
3085,0,1,1,1
5848,1,1,0,1
418,1,1,1,1
5144,1,1,1,1
4164,1,1,0,1
4038,1,1,1,1
6150,0,0,0,0
4612,0,0,1,0
7339,1,0,0,0
5442,0,0,0,0
5935,1,1,0,1
4398,0,0,0,0
2154,1,1,1,1
965,1,1,1,1
5001,0,0,0,0
6665,0,0,0,0
3152,1,1,1,1
882,1,1,1,1
5378,1,1,0,1
5594,0,0,0,0
7381,1,0,0,0
1594,1,1,0,1
7072,1,1,0,1
7036,0,0,0,0
7135,1,1,1,1
3418,1,1,0,1
5017,0,0,0,0
4097,1,0,0,0
1907,1,1,1,1
6955,1,1,0,1
4978,0,0,0,0
7063,0,0,0,0
3777,0,1,1,1
690,0,1,0,0
4280,0,1,1,1
4153,1,0,0,0
4686,1,1,1,1
4519,0,0,0,0
5200,0,1,0,0
7001,0,0,0,0
1559,1,1,1,1
3688,1,0,1,1
4088,0,1,0,0
7101,0,0,0,0
1176,1,1,1,1
3008,1,1,0,1
4464,0,1,0,0
3656,1,1,0,1
6468,0,0,0,0
490,1,1,1,1
3752,0,0,0,0
4135,0,0,0,0
1345,1,1,1,1
6717,0,0,0,0
6478,0,0,0,0
7071,0,0,0,0
251,1,1,1,1
5013,1,1,1,1
4797,0,0,0,0
7399,0,0,0,0
3509,1,1,1,1
1215,1,1,1,1
6368,0,0,0,0
4802,1,1,1,1
2448,1,1,0,1
368,1,1,0,1
4884,1,1,1,1
6082,0,0,0,0
3719,1,1,1,1
6389,0,0,0,0
676,1,1,0,1
4810,0,0,0,0
207,0,0,0,0
6203,1,0,0,0
6979,0,0,0,0
3005,1,0,0,0
3241,0,1,0,0
6146,1,0,0,0
1658,1,1,1,1
4214,1,1,1,1
1004,1,1,0,1
7090,0,0,0,0
2550,1,1,1,1
1739,1,1,0,1
4966,1,1,1,1
6736,0,0,0,0
1165,1,1,1,1
1060,0,0,0,0
3527,1,1,1,1
643,1,0,0,0
3244,0,1,1,1
5128,0,0,0,0
5385,1,1,1,1
5211,0,0,0,0
2065,1,1,1,1
5562,0,0,0,0
2924,0,0,0,0
2547,1,1,1,1
3976,1,0,0,0
234,1,1,0,1
3042,1,1,1,1
5976,0,0,0,0
2726,1,1,1,1
6545,1,0,0,0
2257,1,1,1,1
5424,0,0,0,0
6077,0,0,0,0
6288,0,0,0,0
3269,0,1,0,0
2795,0,0,0,0
6375,0,0,0,0
4834,1,0,0,0
7361,0,0,0,0
7230,0,0,0,0
6580,0,0,0,0
4170,0,1,1,1
4695,0,0,0,0
1326,1,1,0,1
2210,0,0,0,0
699,1,0,0,0
391,0,0,1,0
2849,1,0,0,0
7529,0,1,1,1
232,1,1,1,1
218,1,1,0,1
1315,1,1,1,1
6635,0,0,0,0
888,1,0,1,1
4060,0,0,0,0
4295,0,1,1,1
6423,0,0,0,0
6256,0,0,1,0
4092,1,1,1,1
13,0,0,0,0
6772,0,1,1,1
6942,1,1,1,1
891,0,0,0,0
3149,1,1,0,1
3340,1,1,1,1
6532,0,0,1,0
5316,1,1,1,1
7616,0,0,0,0
1473,1,1,1,1
3455,1,1,1,1
2350,0,0,0,0
6222,1,1,1,1
5175,0,0,0,0
3196,1,1,1,1
6784,0,0,0,0
155,1,1,0,1
5246,0,0,0,0
3107,1,1,1,1
1633,1,1,1,1
4936,1,1,0,1
7179,1,1,0,1
7164,1,0,0,0
625,1,0,1,1
288,1,1,0,1
6280,1,1,0,1
2123,1,0,0,0
1865,1,0,1,1
3160,1,1,1,1
4423,1,1,0,1
3046,1,1,0,1
6632,0,0,0,0
6371,0,0,0,0
4537,0,1,0,0
805,1,1,1,1
3210,1,1,1,1
692,0,1,0,0
1789,1,1,1,1
3038,0,1,0,0
5329,0,0,0,0
543,0,0,1,0
742,1,1,1,1
5443,0,0,0,0
4173,0,0,0,0
7275,0,0,0,0
7540,1,1,0,1
7240,0,0,0,0
6336,1,1,1,1
829,1,1,1,1
3666,1,1,0,1
381,1,1,0,1
4014,1,1,0,1
4469,1,0,0,0
1674,1,1,1,1
2204,1,1,0,1
3606,0,1,0,0
494,0,0,0,0
7608,1,1,0,1
3602,1,0,0,0
477,1,1,0,1
646,1,0,1,1
6387,0,0,0,0
6727,0,0,0,0
6850,1,1,0,1
2253,0,0,0,0
5425,0,0,0,0
4783,0,1,0,0
5708,1,1,0,1
1309,1,1,1,1
4807,1,1,1,1
4961,1,1,1,1
1620,1,1,1,1
2144,0,0,0,0
5389,1,1,1,1
2915,1,1,0,1
473,1,1,0,1
1823,1,1,1,1
3684,0,0,0,0
3101,0,0,0,0
4407,0,0,0,0
6879,0,0,0,0
2378,0,1,0,0
1630,1,1,1,1
1940,1,0,1,1
1464,1,1,1,1
2387,1,1,1,1
6995,0,0,0,0
4649,0,0,0,0
2899,1,1,0,1
3938,1,0,0,0
926,1,0,1,1
2852,1,1,1,1
2176,1,1,1,1
4041,0,0,0,0
5823,0,0,0,0
1421,0,0,0,0
5981,0,0,0,0
6215,0,0,0,0
4427,0,1,1,1
6989,1,1,1,1
1356,1,1,1,1
1837,1,1,1,1
3284,0,0,0,0
2045,1,1,1,1
7033,1,1,0,1
5331,0,0,0,0
4340,1,1,0,1
1788,1,1,1,1
6334,0,1,0,0
106,1,1,1,1
2901,0,1,0,0
6749,1,1,0,1
5309,1,1,1,1
5632,0,0,0,0
2196,1,1,1,1
2820,0,0,0,0
3779,1,1,1,1
2952,1,0,0,0
5459,0,0,0,0
4977,0,1,0,0
2923,0,0,0,0
2027,1,1,1,1
7583,0,0,0,0
5829,0,0,0,0
5612,0,0,0,0
3934,1,1,0,1
977,0,1,1,1
1763,1,1,1,1
981,1,1,1,1
1119,1,0,0,0
6155,0,0,0,0
2837,1,1,0,1
5777,1,0,0,0
6513,0,0,0,0
1327,1,1,1,1
4628,0,0,0,0
2549,0,1,0,0
4790,1,1,0,1
6107,0,0,0,0
6024,0,0,0,0
1760,1,1,1,1
3484,0,1,1,1
4719,0,0,1,0
5230,0,0,0,0
6821,0,0,0,0
7159,1,1,1,1
2964,1,1,1,1
5656,0,0,0,0
6224,0,0,0,0
7438,1,1,1,1
1687,1,1,0,1
4857,1,1,1,1
4794,0,0,0,0
2965,0,0,0,0
2621,0,0,0,0
1988,1,1,1,1
447,1,1,1,1
4022,0,0,0,0
4272,1,1,0,1
6325,0,0,0,0
4805,0,0,0,0
4065,0,0,0,0
5239,0,0,0,0
6654,0,0,0,0
6444,0,0,1,0
389,1,1,1,1
6945,0,0,0,0
6021,0,0,0,0
1127,0,1,0,0
2333,1,1,1,1
808,0,0,0,0
6494,0,0,0,0
2439,1,1,1,1
6787,0,0,0,0
7331,1,1,0,1
1568,1,0,0,0
2670,1,0,1,1
4613,1,1,0,1
7413,1,0,0,0
3878,0,0,0,0
6195,1,1,1,1
424,1,0,1,1
7010,0,0,0,0
7242,0,0,0,0
1413,1,1,1,1
423,1,1,1,1
6098,0,0,0,0
2616,1,1,0,1
5809,0,0,0,0
6217,0,0,0,0
2869,1,0,1,1
3307,1,1,1,1
1040,0,0,0,0
4870,1,1,1,1
2000,1,1,1,1
6446,1,1,0,1
2637,1,0,0,0
5559,0,1,0,0
6234,0,0,0,0
3838,0,1,0,0
4360,0,0,0,0
997,1,1,1,1
3677,0,0,1,0
7599,1,1,1,1
7131,0,1,0,0
1947,1,1,1,1
3674,1,1,1,1
4197,1,1,1,1
2833,1,0,0,0
7075,0,0,0,0
3721,0,0,0,0
6032,0,0,0,0
3950,0,0,0,0
486,1,0,0,0
4335,1,1,1,1
6307,0,0,0,0
1638,1,1,1,1
5040,1,1,1,1
733,1,0,0,0
5471,0,1,1,1
6711,0,0,0,0
3382,1,1,1,1
287,1,1,1,1
4281,0,1,0,0
7199,1,0,0,0
715,1,1,1,1
3855,0,1,1,1
3460,1,0,1,1
7338,0,0,0,0
6269,1,0,0,0
854,1,1,1,1
2615,0,0,0,0
4879,1,1,1,1
4183,1,1,1,1
246,1,0,1,1
1029,1,1,1,1
1553,1,1,0,1
5943,0,0,0,0
5538,1,0,1,1
3435,0,1,0,0
6554,1,1,1,1
7447,1,1,1,1
5647,0,0,0,0
4660,1,1,0,1
7307,0,0,0,0
7629,0,0,0,0
7592,0,0,0,0
5662,0,1,0,0
7066,1,1,1,1
3837,0,1,1,1
2205,1,1,1,1
2607,1,0,0,0
2746,1,0,0,0
6400,0,0,0,0
2807,1,1,0,1
6260,0,0,0,0
3272,1,1,0,1
2654,1,1,1,1
6043,0,0,0,0
600,1,1,1,1
4312,1,1,0,1
6891,1,1,1,1
5490,1,1,1,1
323,1,1,1,1
2627,0,0,1,0
4132,1,0,0,0
6074,0,0,0,0
2080,1,1,1,1
37,1,1,1,1
652,1,1,0,1
1265,1,1,1,1
5553,1,1,0,1
7140,0,0,0,0
2202,0,0,0,0
4024,1,1,1,1
390,1,0,0,0
6037,0,0,0,0
5055,0,0,0,0
732,1,1,0,1
5765,0,1,1,1
4349,1,1,1,1
4835,0,1,0,0
3233,0,1,0,0
5885,1,0,0,0
5007,0,1,0,0
3635,1,1,0,1
1320,1,1,1,1
5184,1,1,1,1
3169,1,1,0,1
6624,0,0,0,0
2334,0,1,1,1
442,1,1,1,1
263,1,1,0,1
3847,1,0,1,1
1554,1,1,0,1
3081,0,1,0,0
6909,0,0,0,0
3762,1,0,1,1
7409,1,1,0,1
6892,0,1,0,0
4048,0,0,0,0
3775,1,1,1,1
5467,0,0,0,0
5098,0,0,0,0
812,1,1,1,1
6675,0,0,0,0
4492,1,1,1,1
2304,1,1,1,1
4202,0,1,1,1
3937,0,0,0,0
2299,1,1,1,1
2718,1,1,1,1
2407,1,1,0,1
3996,1,1,0,1
4057,1,1,0,1
6871,0,1,0,0
4735,0,0,0,0
4889,0,1,0,0
1261,1,1,1,1
4241,1,0,0,0
2902,1,0,1,1
2052,1,1,1,1
2758,1,1,0,1
1129,1,0,1,1
6012,0,1,0,0
5766,0,0,0,0
2926,1,0,0,0
3619,1,1,0,1
6870,0,0,0,0
1446,1,1,1,1
2040,1,1,0,1
1814,1,1,1,1
3766,1,1,1,1
3075,1,1,1,1
3387,1,1,1,1
780,1,1,1,1
2516,1,0,1,1
7049,1,1,0,1
7441,0,0,0,0
6408,0,0,0,0
4252,1,1,1,1
6242,1,1,0,1
898,0,0,0,0
2441,1,1,1,1
2050,1,1,1,1
6267,0,0,0,0
2725,1,1,1,1
2071,1,1,1,1
5336,0,1,0,0
2432,1,1,1,1
4646,1,1,1,1
2744,1,0,0,0
6160,1,1,0,1
3764,0,0,0,0
4634,1,1,1,1
4007,1,1,1,1
139,1,1,1,1
749,1,1,1,1
1423,1,1,0,1
1260,1,1,1,1
763,0,0,0,0
3297,1,1,0,1
1103,1,1,1,1
4904,0,0,0,0
195,1,1,1,1
6143,0,0,0,0
6254,0,0,1,0
7117,0,0,0,0
2540,0,0,0,0
6812,1,1,1,1
6657,1,0,0,0
3844,1,1,1,1
5778,1,0,0,0
3982,1,0,0,0
3730,1,1,1,1
5819,0,1,0,0
4061,0,0,0,0
6917,0,0,0,0
7070,1,1,0,1
1555,1,1,0,1
3177,0,0,0,0
1000,1,1,1,1
6475,0,0,0,0
6953,0,0,0,0
7261,0,0,0,0
7003,0,0,0,0
2973,1,1,0,1
2308,1,1,0,1
5291,1,0,0,0
2870,1,1,0,1
6769,1,0,0,0
6505,1,1,1,1
2566,1,1,0,1
493,1,1,1,1
850,0,0,0,0
3395,1,1,1,1
1899,0,1,1,1
1697,0,0,0,0
6559,1,1,1,1
2199,1,1,1,1
2883,0,0,0,0
2980,1,1,1,1
5262,1,0,0,0
3997,1,1,1,1
3854,1,1,1,1
2727,1,1,1,1
2232,1,1,1,1
4079,0,0,0,0
3154,1,1,1,1
4266,0,0,0,0
6248,1,1,1,1
1969,1,1,1,1
6910,0,0,0,0
845,0,0,0,0
4185,0,0,0,0
6856,0,0,0,0
5287,1,0,0,0
2032,1,1,0,1
2030,0,0,0,0
1871,1,1,1,1
5028,0,1,0,0
2802,1,1,1,1
4381,1,1,1,1
6512,0,0,0,0
7067,0,0,0,0
6563,0,0,0,0
5908,1,0,0,0
2270,1,1,1,1
3216,0,0,0,0
5967,0,0,0,0
2014,1,1,1,1
5791,1,1,0,1
1825,1,1,1,1
987,1,1,1,1
4548,0,0,0,0
5663,0,0,0,0
1941,1,1,1,1
7469,0,0,0,0
2487,1,1,1,1
6590,0,0,0,0
7425,1,1,0,1
5411,0,0,0,0
857,1,1,0,1
793,1,1,1,1
1250,1,1,1,1
5643,1,1,0,1
5229,0,0,0,0
679,1,1,1,1
3365,1,1,1,1
6538,0,0,0,0
1850,1,1,1,1
3988,1,0,0,0
2514,0,1,0,0
4666,1,1,1,1
6294,1,0,1,1
723,1,1,0,1
3803,1,1,1,1
3171,1,1,1,1
2306,1,1,1,1
7477,1,0,1,1
1666,1,1,1,1
3811,1,1,1,1
5710,0,0,0,0
7098,1,1,0,1
5491,0,0,0,0
3450,1,1,1,1
5366,0,0,0,0
302,1,1,1,1
3872,1,0,0,0
1214,1,1,1,1
6108,0,0,0,0
3341,1,1,1,1
4223,1,1,0,1
3725,1,1,1,1
6758,0,0,0,0
4815,0,0,0,0
751,0,1,0,0
291,1,1,1,1
6328,1,1,0,1
3658,0,0,0,0
6429,1,0,0,0
580,1,1,1,1
784,1,1,1,1
6642,0,0,0,0
3584,1,0,0,0
6279,0,0,0,0
7329,0,0,0,0
3623,1,1,0,1
4796,0,0,0,0
6641,0,0,0,0
4494,0,0,0,0
7073,0,0,0,0
270,1,1,0,1
540,1,1,1,1
3590,0,1,0,0
4836,0,0,0,0
2636,1,1,0,1
1580,1,1,1,1
3564,1,1,1,1
7589,0,0,0,0
7527,1,1,1,1
4896,1,1,1,1
2526,1,1,1,1
6846,0,0,0,0
6380,0,0,0,0
1366,1,1,1,1
58,1,1,1,1
3518,1,1,1,1
5102,1,1,1,1
2995,1,1,1,1
1987,1,0,1,1
5815,0,0,0,0
6161,0,0,0,0
4842,0,0,0,0
2064,1,1,0,1
880,1,1,1,1
5361,0,1,0,0
2057,1,1,1,1
1626,1,0,0,0
2287,1,1,1,1
4385,0,0,0,0
3791,0,0,0,0
2738,0,1,0,0
3343,1,1,1,1
1775,0,1,0,0
5195,0,0,0,0
5479,0,0,0,0
1018,1,1,0,1
467,1,0,1,1
4447,0,1,1,1
6185,1,0,0,0
4116,0,0,0,0
4582,0,1,0,0
2237,1,1,1,1
1404,0,0,0,0
2037,1,1,1,1
6067,0,0,0,0
433,1,1,1,1
5447,1,1,1,1
5913,0,0,0,0
483,1,1,0,1
6050,0,0,0,0
5727,0,0,0,0
7204,0,0,0,0
3434,0,0,0,0
1092,1,1,0,1
3220,1,1,0,1
5605,0,0,0,0
6081,0,0,0,0
6667,1,1,0,1
31,0,1,1,1
1026,1,1,1,1
1795,1,1,0,1
5220,1,0,0,0
6023,0,0,0,0
5292,0,0,0,0
7450,0,0,0,0
2760,1,1,1,1
4021,1,1,0,1
7074,0,0,0,0
5192,1,1,1,1
6442,0,0,0,0
2846,1,1,1,1
3767,0,0,0,0
4865,1,1,1,1
2732,0,0,1,0
6848,0,0,0,0
1879,1,1,0,1
656,1,1,1,1
6088,1,0,1,1
2038,1,1,0,1
5167,1,0,0,0
6477,0,0,0,0
5174,1,1,0,1
2664,1,1,1,1
3975,0,0,0,0
978,1,1,1,1
243,1,0,0,0
1756,1,1,1,1
7484,0,0,0,0
452,0,0,0,0
236,1,1,1,1
5432,0,1,0,0
1314,1,0,1,1
7480,0,0,0,0
1426,1,1,0,1
2233,1,1,1,1
1926,1,1,1,1
3100,0,1,1,1
328,1,1,1,1
6982,1,1,1,1
7002,0,0,0,0
204,1,1,0,1
7510,0,0,0,0
5561,0,0,0,0
6948,0,0,0,0
2801,0,0,0,0
6601,0,0,0,0
2991,1,1,1,1
1641,1,1,1,1
697,1,1,1,1
3316,0,1,0,0
134,1,0,0,0
3327,1,1,1,1
4944,0,0,0,0
5118,1,0,0,0
3980,0,0,0,0
248,1,0,0,0
5623,0,1,0,0
4091,0,0,1,0
7037,1,1,1,1
361,1,1,1,1
4967,0,0,0,0
3828,0,0,0,0
7390,0,1,1,1
1340,1,1,1,1
3229,0,1,0,0
3628,1,1,0,1
3593,1,1,0,1
1102,0,0,1,0
4302,0,1,0,0
4905,0,1,0,0
855,1,1,1,1
5409,0,0,0,0
1826,1,1,1,1
2498,0,1,0,0
3907,1,1,1,1
1705,1,1,1,1
5878,1,1,0,1
2594,0,1,1,1
167,1,1,1,1
2372,0,0,0,0
4707,0,0,0,0
1303,1,1,1,1
5387,0,0,0,0
1647,1,1,1,1
4806,1,0,0,0
6226,0,0,0,0
2167,1,1,1,1
2889,0,1,0,0
2751,1,1,1,1
5063,0,0,0,0
7380,0,0,1,0
2070,0,1,1,1
1722,0,0,0,0
3018,1,0,0,0
823,1,1,1,1
2829,1,1,1,1
2595,1,0,0,0
5572,1,1,1,1
1675,1,1,1,1
3915,1,1,1,1
767,1,1,1,1
6135,0,0,0,0
922,1,1,1,1
6548,0,0,0,0
5867,0,0,0,0
4633,0,1,0,0
3530,1,1,1,1
3034,1,0,0,0
5408,0,0,0,0
5242,0,1,0,0
3315,1,1,0,1
6219,0,0,0,0
2930,1,1,0,1
2347,1,1,1,1
5053,0,1,1,1
2456,1,1,1,1
5333,0,0,0,0
2850,1,1,0,1
3074,1,1,1,1
974,1,1,0,1
5558,0,0,0,0
5465,0,0,0,0
4062,1,0,0,0
4481,1,1,0,1
324,0,0,0,0
6574,0,0,0,0
7335,0,1,0,0
3877,1,0,0,0
4916,0,1,0,0
5557,0,0,0,0
1624,1,1,1,1
6313,1,1,1,1
6618,1,0,0,0
3506,1,1,1,1
2975,1,1,0,1
6600,0,0,1,0
877,1,1,0,1
7590,0,0,0,0
7474,1,0,0,0
