tahun_kelahiran,pendidikan,status_pernikahan,pendapatan,jumlah_anak_balita,jumlah_anak_remaja,terakhir_belanja,belanja_buah,belanja_daging,belanja_ikan,belanja_kue,pembelian_diskon,pembelian_web,pembelian_toko,keluhan,day_after,jumlah_promosi,day,month,year
1980,2.0,0.0,130790000.0,0.0,1.0,63.0,101150.0,204323.0,101150.0,58667.0,0.0,4.0,9.0,0.0,583.0,0,5,8,2013
1951,2.0,2.0,66216539.0,0.0,1.0,103.0,25118.0,73264.0,13250.0,9002.0,0.0,2.0,5.0,0.0,572.0,0,25,7,2013
1925,3.0,2.0,169893138.0,0.0,0.0,53.0,210671.0,1433370.0,73796.57649667405,156011.0,1.0,4.0,4.0,0.0,567.0,3,20,7,2013
1969,2.0,1.0,70353000.0,1.0,1.0,3.0,64736.0,654391.7260273972,16184.0,93076.54098360655,7.0,8.0,4.0,0.0,367.0,6,1,1,2013
1978,3.0,2.0,90842000.0,1.0,1.0,24.0,0.0,24276.0,0.0,0.0,4.0,0.0,3.0,0.0,840.0,0,19,4,2014
1969,2.0,2.0,94856967.0,0.0,1.0,26.0,2526.0,44506.0,1007.0,0.0,4.0,4.0,6.0,0.0,523.0,5,6,6,2013
1971,2.0,2.0,26174000.0,1.0,1.0,46.0,8092.0,26299.0,28322.0,0.0,5.0,1.0,5.0,0.0,601.0,0,23,8,2013
1967,2.0,1.0,80455365.0,0.0,0.0,48.0,2234.0,10961.0,0.0,0.0,1.0,2.0,1.0,0.0,590.0,2,12,8,2013
1978,1.0,2.0,92046441.0,0.0,1.0,34.0,1904.0,294312.0,157690.0,32846.0,2.0,2.0,4.0,0.0,572.0,0,25,7,2013
1989,3.0,1.0,88376000.0,0.0,0.0,18.0,0.0,266048.26248671627,46529.0,46855.445757250265,1.0,4.0,4.0,0.0,486.0,0,30,4,2013
1981,2.0,2.0,31639996.0,0.0,0.0,42.0,2140.0,5533.0,14578.0,8927.0,0.0,0.0,0.0,0.0,567.0,3,20,7,2013
1977,2.0,0.0,138331469.0,0.0,0.0,19.0,17887.0,1006424.0,294934.0,74839.50193798449,2.0,7.0,6.0,0.0,523.0,5,6,6,2013
1981,3.0,0.0,33327000.0,1.0,0.0,13.0,18207.0,56644.0,40460.0,0.0,1.0,5.0,1.0,0.0,839.0,5,18,4,2014
1960,4.0,2.0,114736310.0,0.0,0.0,82.0,68984.0,145695.0,58337.0,27201.0,3.0,3.0,6.0,0.0,572.0,0,25,7,2013
1953,3.0,2.0,78215179.0,1.0,0.0,34.0,57690.642045454544,26299.0,0.0,0.0,5.0,1.0,1.0,0.0,523.0,5,6,6,2013
1966,2.0,2.0,98109745.28679654,0.0,0.0,95.0,70805.0,12138.0,6069.0,52598.0,0.0,4.0,3.0,0.0,846.0,0,25,4,2014
1973,4.0,0.0,121034392.26684636,0.0,1.0,0.0,10115.0,111265.0,104260.12396694215,14161.0,6.0,8.0,7.0,0.0,291.0,6,17,10,2012
1967,2.0,1.0,152697165.0,0.0,0.0,17.0,114062.0,344694.0,215055.0,23480.0,0.0,10.0,8.0,0.0,576.0,4,29,7,2013
1959,3.0,1.0,163235529.0,0.0,0.0,83.0,154579.0,896471.0,146566.0,100495.0,2.0,5.0,9.0,0.0,576.0,4,29,7,2013
1975,0.0,2.0,64586000.0,0.0,1.0,25.0,2023.0,16184.0,26299.0,2023.0,3.0,4.0,4.0,0.0,297.0,0,23,10,2012
1957,2.0,2.0,137886117.0,0.0,1.0,61.0,55547.0,423524.0,29530.0,75748.0,3.0,4.0,7.0,0.0,576.0,4,29,7,2013
1962,2.0,1.0,149288670.0,0.0,0.0,30.0,102769.0,293659.0,63927.0,27675.0,2.0,6.0,9.0,0.0,576.0,4,29,7,2013
1965,3.0,1.0,140260224.0,0.0,0.0,68.0,90149.0,242761.0,71161.0,80212.0,2.0,3.0,9.0,0.0,567.0,3,20,7,2013
1972,3.0,3.0,84072000.0,1.0,1.0,64.0,47198.83404710921,190162.0,18207.0,28322.0,7.0,6.0,2.0,0.0,545.0,0,28,6,2013
1965,4.0,1.0,63723000.0,0.0,1.0,20.0,2023.0,266048.26248671627,30345.0,8092.0,3.0,3.0,3.0,0.0,343.0,0,8,12,2012
1972,2.0,1.0,32695112.0,1.0,0.0,63.0,10577.0,266048.26248671627,34444.0,7562.0,2.0,3.0,3.0,0.0,572.0,0,25,7,2013
1963,2.0,2.0,154143009.0,0.0,0.0,11.0,207365.0,705307.0,190416.0,138627.0,0.0,9.0,6.0,0.0,523.0,5,6,6,2013
1975,2.0,2.0,115341230.0,0.0,1.0,18.0,87368.0,330594.0,33706.0,66207.0,4.0,7.0,4.0,0.0,590.0,2,12,8,2013
1969,2.0,0.0,77551000.0,1.0,1.0,51.0,12138.0,287266.0,85015.71224489796,24276.0,9.0,6.0,8.0,0.0,443.0,4,18,3,2013
1956,2.0,0.0,125538551.0,0.0,0.0,49.0,99236.0,697118.0,180357.0,177059.0,0.0,8.0,8.0,0.0,523.0,5,6,6,2013
1951,4.0,2.0,128180000.0,0.0,1.0,6.0,2023.0,210392.0,36414.0,70805.0,4.0,6.0,10.0,0.0,741.0,0,10,1,2014
1960,2.0,0.0,191282042.0,0.0,0.0,25.0,81587.0,1414470.0,317865.0,243702.0,0.0,3.0,10.0,0.0,590.0,2,12,8,2013
1951,3.0,1.0,133730071.0,0.0,0.0,19.0,3406.0,115564.0,27258.0,567.0,2.0,11.0,7.0,0.0,576.0,4,29,7,2013
1972,2.0,1.0,101782864.0,0.0,1.0,39.0,17552.0,82841.0,57415.0,24880.0,1.0,5.0,2.0,0.0,576.0,4,29,7,2013
1957,2.0,2.0,127351156.0,0.0,0.0,71.0,114834.0,924963.0,402942.0,206871.0,1.0,1.0,7.0,0.0,558.0,1,11,7,2013
1985,3.0,1.0,183830508.0,0.0,0.0,80.0,152181.0,1705453.0,108084.0,96285.0,2.0,6.0,9.0,0.0,567.0,3,20,7,2013
1981,1.0,1.0,164727833.0,0.0,0.0,20.0,57758.0,622295.0,116296.0,110116.0,1.0,3.0,9.0,0.0,523.0,5,6,6,2013
1966,2.0,1.0,156816505.0,0.0,0.0,53.0,50226.0,690497.0,73796.57649667405,59059.0,2.0,3.0,4.0,0.0,567.0,3,20,7,2013
1970,2.0,1.0,147931959.0,0.0,0.0,15.0,98444.0,530703.0,80838.0,26685.0,0.0,4.0,12.0,0.0,576.0,4,29,7,2013
1969,2.0,1.0,151620756.0,0.0,0.0,61.0,47198.83404710921,762517.0,340381.0,129368.0,1.0,7.0,9.0,0.0,572.0,0,25,7,2013
1977,1.0,2.0,47554368.0,0.0,0.0,93.0,12758.0,39949.0,17425.0,701.0,1.0,2.0,5.0,0.0,590.0,2,12,8,2013
1963,2.0,0.0,72377698.0,0.0,1.0,67.0,7946.0,13167.0,9932.0,4966.0,2.0,2.0,4.0,0.0,558.0,1,11,7,2013
1979,2.0,1.0,92391000.0,1.0,1.0,34.0,0.0,36414.0,12138.0,8092.0,3.0,0.0,3.0,0.0,354.0,0,19,12,2012
1979,2.0,0.0,143870572.0,0.0,0.0,28.0,95056.0,374088.8282208589,212035.0,80848.0,2.0,2.0,10.0,0.0,558.0,1,11,7,2013
1976,1.0,1.0,40894000.0,0.0,0.0,12.0,30345.0,18207.0,22253.0,26299.0,1.0,5.0,1.0,0.0,486.0,6,30,4,2013
1973,1.0,2.0,54600000.0,1.0,1.0,17.0,0.0,16184.0,24276.0,6069.0,5.0,5.0,4.0,0.0,842.0,1,21,4,2014
1964,2.0,0.0,98109745.28679654,1.0,0.0,83.0,21622.0,216291.0,4610.0,64369.0,5.0,6.0,1.0,0.0,572.0,0,25,7,2013
1958,3.0,0.0,109776550.68431772,1.0,1.0,51.0,0.0,26299.0,10115.0,2023.0,2.0,0.0,5.0,0.0,884.0,1,2,6,2014
1965,4.0,0.0,103995000.0,0.0,1.0,50.0,0.0,78897.0,14161.0,0.0,3.0,7.0,8.0,0.0,858.0,0,7,5,2014
1973,3.0,1.0,83613000.0,0.0,1.0,47.0,14161.0,26299.0,18207.0,18207.0,0.0,0.0,0.0,0.0,673.0,1,3,11,2013
1962,1.0,0.0,81015971.0,0.0,1.0,53.0,14281.0,19922.0,11032.0,8581.0,1.0,1.0,1.0,0.0,590.0,2,12,8,2013
1957,2.0,1.0,111318457.0,0.0,1.0,64.0,31589.0,229295.0,17973.0,2139.0,5.0,7.0,7.0,0.0,576.0,4,29,7,2013
1968,2.0,4.0,71839353.0,1.0,0.0,36.0,12583.0,22563.0,0.0,4113.0,0.0,0.0,5.0,0.0,572.0,0,25,7,2013
1972,2.0,2.0,101938145.0,0.0,0.0,38.0,18146.0,97034.0,68421.0,28368.0,0.0,5.0,2.0,0.0,576.0,4,29,7,2013
1969,3.0,0.0,73085914.0,1.0,1.0,100.0,5244.0,26400.0,7210.0,6724.0,3.0,1.0,3.0,0.0,572.0,0,25,7,2013
1967,2.0,2.0,8543000.0,0.0,1.0,0.0,2023.0,14161.0,2023.0,59104.15902964959,2.0,27.0,0.0,0.0,642.0,2,3,10,2013
1954,3.0,1.0,117238906.0,0.0,1.0,69.0,3458.0,136371.0,2870.0,25572.0,1.0,4.0,11.0,0.0,567.0,3,20,7,2013
1944,2.0,2.0,49163527.0,0.0,0.0,2.0,8215.0,4938.0,4653.0,8861.0,0.0,1.0,4.0,0.0,572.0,0,25,7,2013
1971,4.0,1.0,57964000.0,1.0,0.0,86.0,2023.0,42483.0,0.0,4046.0,3.0,2.0,5.0,0.0,551.0,0,4,7,2013
1949,4.0,1.0,147953000.0,0.0,1.0,57.0,147679.0,349979.0,28322.0,26299.0,3.0,6.0,13.0,0.0,754.0,0,23,1,2014
1977,2.0,2.0,136464000.0,0.0,1.0,22.0,38437.0,736372.0,40460.0,103173.0,5.0,8.0,9.0,0.0,252.0,0,8,9,2012
1956,1.0,1.0,151796423.0,0.0,0.0,30.0,198915.0,524880.0,145106.0,219443.0,2.0,4.0,8.0,0.0,558.0,1,11,7,2013
1966,1.0,1.0,171771140.0,0.0,0.0,69.0,50638.0,701899.0,307211.0,58125.0,2.0,5.0,7.0,0.0,558.0,1,11,7,2013
1976,1.0,1.0,120262915.0,0.0,1.0,31.0,54117.0,223804.0,163870.0,121540.0,0.0,10.0,8.0,0.0,567.0,3,20,7,2013
1967,2.0,1.0,80085386.0,0.0,0.0,45.0,9583.0,30559.0,11553.0,9422.0,1.0,0.0,5.0,0.0,572.0,0,25,7,2013
1980,2.0,1.0,147400000.0,0.0,0.0,58.0,182070.0,752556.0,202300.0,165886.0,1.0,10.0,7.0,0.0,853.0,0,2,5,2014
1987,2.0,0.0,81476049.0,0.0,0.0,101.0,38415.0,27767.0,2120.0,26538.0,0.0,1.0,5.0,0.0,572.0,0,25,7,2013
1967,2.0,3.0,147856000.0,0.0,1.0,0.0,76874.0,362117.0,0.0,8092.0,1.0,8.0,10.0,0.0,351.0,2,16,12,2012
1977,1.0,1.0,100767199.0,0.0,0.0,53.0,32629.0,3048446.0,45768.0,36117.0,0.0,0.0,3.0,0.0,567.0,3,20,7,2013
1985,2.0,2.0,187973745.0,0.0,0.0,82.0,223502.0,811554.0,147453.0,273163.0,0.0,4.0,7.0,0.0,567.0,3,20,7,2013
1968,3.0,0.0,77000492.0,1.0,0.0,40.0,14550.0,177368.0,43940.0,23874.0,4.0,4.0,5.0,0.0,523.0,5,6,6,2013
1966,2.0,2.0,155173842.0,0.0,0.0,64.0,51651.0,842478.0,87659.0,72723.0,1.0,5.0,12.0,0.0,576.0,4,29,7,2013
1970,1.0,1.0,192106244.0,0.0,0.0,17.0,42896.0,806968.0,180072.0,216989.0,0.0,5.0,8.0,0.0,590.0,2,12,8,2013
1969,4.0,1.0,136018484.0,0.0,0.0,66.0,73673.0,930731.0,94666.0,82405.0,1.0,5.0,5.0,0.0,590.0,2,12,8,2013
1969,2.0,1.0,185326028.0,0.0,0.0,41.0,282185.0,1487059.0,348588.0,300467.0,0.0,3.0,10.0,0.0,590.0,2,12,8,2013
1965,3.0,2.0,145981885.0,0.0,1.0,87.0,74245.0,205515.0,14196.0,5919.0,3.0,7.0,5.0,0.0,572.0,0,25,7,2013
1958,3.0,1.0,165300739.0,0.0,0.0,85.0,206346.0,1599943.0,23830.0,117753.0,0.0,6.0,8.0,0.0,576.0,4,29,7,2013
1945,4.0,2.0,129321000.0,0.0,0.0,67.0,57403.85652173913,568463.0,151725.0,86989.0,0.0,5.0,4.0,0.0,502.0,3,16,5,2013
1969,2.0,1.0,147215196.0,0.0,0.0,53.0,31308.0,826261.0,173885.0,35890.0,0.0,9.0,11.0,0.0,576.0,4,29,7,2013
1954,2.0,0.0,96261000.0,0.0,1.0,59.0,82943.0,171955.0,99127.0,20230.0,7.0,4.0,3.0,0.0,297.0,3,23,10,2012
1967,3.0,0.0,122675586.0,0.0,1.0,93.0,3707.0,84611.0,4110.0,46855.445757250265,6.0,2.0,4.0,0.0,572.0,0,25,7,2013
1977,2.0,1.0,168212951.0,0.0,0.0,84.0,169399.0,917986.0,400889.0,244821.0,2.0,8.0,8.0,0.0,558.0,1,11,7,2013
1963,2.0,0.0,130340055.0,0.0,0.0,66.0,29933.0,558998.0,103943.0,40850.0,1.0,3.0,7.0,0.0,558.0,1,11,7,2013
1945,3.0,2.0,117490417.0,0.0,0.0,74.0,15450.0,219634.0,6326.0,19565.0,1.0,7.0,7.0,0.0,567.0,3,20,7,2013
1953,2.0,0.0,121034392.26684636,0.0,0.0,56.0,297842.0,465624.0,184115.0,169633.0,1.0,7.0,11.0,0.0,433.0,6,8,3,2013
1957,3.0,2.0,160443289.0,0.0,0.0,48.0,28668.0,1147786.0,120965.0,60492.0,0.0,2.0,8.0,0.0,590.0,2,12,8,2013
1912,4.0,1.0,170019169.0,0.0,0.0,37.0,243851.0,1140397.0,186836.0,135737.0,2.0,4.0,5.0,0.0,567.0,3,20,7,2013
1950,3.0,3.0,73909000.0,0.0,0.0,61.0,2023.0,167909.0,65748.57280513919,10115.0,1.0,9.0,6.0,0.0,533.0,0,16,6,2013
1951,3.0,2.0,138288898.0,0.0,0.0,23.0,2647.0,454173.0,216688.0,197856.0,3.0,6.0,12.0,0.0,558.0,1,11,7,2013
1975,3.0,0.0,99740644.0,1.0,0.0,62.0,13973.0,140737.0,4192.0,11032.0,3.0,4.0,3.0,0.0,558.0,1,11,7,2013
1955,3.0,2.0,159160000.0,0.0,1.0,27.0,113288.0,481474.0,80920.0,0.0,0.0,11.0,5.0,0.0,770.0,1,8,2,2014
1989,2.0,0.0,18118000.0,1.0,0.0,94.0,0.0,20230.0,0.0,2023.0,0.0,2.0,4.0,0.0,718.0,0,18,12,2013
1961,4.0,1.0,92212335.0,0.0,0.0,46.0,18907.0,41406.0,2619.0,74839.50193798449,4.0,5.0,5.0,0.0,523.0,5,6,6,2013
1957,2.0,1.0,136893944.0,0.0,1.0,88.0,221429.0,458375.19469026546,148184.0,188097.0,4.0,10.0,6.0,0.0,567.0,3,20,7,2013
1965,2.0,2.0,38682689.0,0.0,0.0,32.0,6007.0,13339.0,13498.0,12358.0,0.0,4.0,2.0,0.0,590.0,2,12,8,2013
1948,3.0,1.0,162320000.0,0.0,0.0,58.0,58667.0,1282582.0,36414.0,89012.0,2.0,6.0,5.0,0.0,710.0,1,10,12,2013
1953,3.0,3.0,141445000.0,0.0,0.0,72.0,20230.0,436968.0,34391.0,30345.0,1.0,6.0,12.0,0.0,519.0,3,2,6,2013
1971,2.0,2.0,112707330.0,0.0,0.0,74.0,25148.0,247455.0,26209.0,19224.0,5.0,3.0,7.0,0.0,433.0,6,8,3,2013
1958,3.0,1.0,137695468.0,0.0,1.0,100.0,15539.0,96781.0,85015.71224489796,16832.0,3.0,5.0,4.0,0.0,576.0,4,29,7,2013
1970,2.0,2.0,73998000.0,1.0,0.0,83.0,72828.0,121380.0,65748.57280513919,66759.0,7.0,4.0,6.0,0.0,253.0,0,9,9,2012
1953,2.0,0.0,101207000.0,0.0,1.0,46.0,6069.0,165886.0,22253.0,0.0,5.0,7.0,11.0,0.0,568.0,0,21,7,2013
1963,3.0,1.0,169420884.0,0.0,0.0,55.0,84137.0,827603.0,230016.0,93076.54098360655,1.0,3.0,10.0,0.0,433.0,6,8,3,2013
1977,4.0,2.0,98109745.28679654,1.0,0.0,0.0,6069.0,143633.0,4046.0,0.0,2.0,2.0,8.0,0.0,410.0,0,13,2,2013
1962,2.0,0.0,166159973.0,0.0,0.0,88.0,152852.0,1821926.0,78729.0,155749.0,0.0,6.0,10.0,0.0,576.0,4,29,7,2013
1979,1.0,1.0,164672781.0,0.0,0.0,21.0,61264.0,609206.0,125762.0,74839.50193798449,1.0,3.0,9.0,0.0,523.0,5,6,6,2013
1964,3.0,1.0,162933272.0,0.0,0.0,88.0,137907.0,688064.0,191165.0,105497.0,3.0,6.0,10.0,0.0,576.0,4,29,7,2013
1951,2.0,2.0,128747947.0,0.0,0.0,59.0,31587.0,335001.0,105408.0,17497.0,1.0,2.0,6.0,0.0,572.0,0,25,7,2013
1970,3.0,0.0,88144585.0,1.0,0.0,54.0,51771.25,73966.0,33057.0,719.0,0.0,2.0,4.0,0.0,558.0,1,11,7,2013
1956,2.0,1.0,149255146.0,0.0,0.0,63.0,215415.0,925823.0,296954.0,272034.0,1.0,6.0,9.0,0.0,590.0,2,12,8,2013
1977,2.0,0.0,56394000.0,1.0,0.0,48.0,16184.0,271082.0,18207.0,0.0,2.0,3.0,4.0,0.0,355.0,2,20,12,2012
1954,3.0,0.0,108977085.0,1.0,1.0,15.0,2023.0,84772.0,2428.0,1011.0,9.0,7.0,7.0,0.0,576.0,4,29,7,2013
1959,2.0,1.0,138622039.0,0.0,0.0,30.0,57690.642045454544,1005271.0,201987.0,129120.0,2.0,2.0,5.0,0.0,523.0,5,6,6,2013
1956,2.0,1.0,110333199.0,0.0,1.0,66.0,35653.0,252616.0,21761.0,0.0,6.0,9.0,8.0,0.0,576.0,4,29,7,2013
1980,3.0,1.0,175108903.0,0.0,0.0,17.0,39560.0,766240.0,15078.0,36620.0,0.0,9.0,5.0,0.0,523.0,5,6,6,2013
1954,3.0,1.0,124075650.0,0.0,1.0,13.0,13286.0,125466.0,18057.0,1788.0,8.0,4.0,9.0,0.0,523.0,5,6,6,2013
1958,2.0,1.0,99315688.0,0.0,1.0,85.0,7857.0,105051.0,9822.0,292.0,2.0,2.0,5.0,0.0,572.0,0,25,7,2013
1973,2.0,0.0,14715000.0,1.0,0.0,58.0,0.0,26299.0,24276.0,16184.0,2.0,3.0,5.0,0.0,726.0,1,26,12,2013
1974,2.0,1.0,129137404.09213051,0.0,0.0,52.0,122613.0,578613.0,141853.0,171226.0,1.0,10.0,9.0,0.0,523.0,5,6,6,2013
1960,3.0,2.0,112749562.0,0.0,1.0,56.0,13881.0,147399.0,6906.0,7673.0,3.0,10.0,5.0,0.0,576.0,4,29,7,2013
1978,2.0,1.0,138347076.0,0.0,0.0,4.0,44459.0,936827.0,255674.0,60877.0,0.0,7.0,7.0,0.0,523.0,5,6,6,2013
1974,1.0,0.0,147845000.0,0.0,0.0,68.0,61237.0,295173.0,985.0,34678.0,1.0,2.0,3.0,0.0,576.0,4,29,7,2013
1951,2.0,1.0,136633211.0,0.0,0.0,9.0,49431.0,1350743.0,136051.0,42264.0,0.0,3.0,11.0,0.0,433.0,6,8,3,2013
1975,2.0,2.0,136200732.0,0.0,0.0,57.0,37862.0,910119.0,68782.0,120952.0,1.0,8.0,8.0,0.0,590.0,2,12,8,2013
1974,2.0,3.0,139484462.0,0.0,0.0,47.0,21818.0,529586.0,153081.0,40104.0,4.0,3.0,10.0,0.0,523.0,5,6,6,2013
1950,1.0,2.0,135432450.46090534,0.0,0.0,0.0,150999.0,482023.0,37304.0,73382.0,0.0,9.0,7.0,0.0,576.0,4,29,7,2013
1973,2.0,2.0,69726180.0,1.0,0.0,40.0,1142.0,38019.0,8709.0,0.0,1.0,1.0,4.0,0.0,590.0,2,12,8,2013
1945,3.0,1.0,164310909.0,0.0,0.0,70.0,193050.0,1492009.0,13171.0,85115.0,0.0,1.0,7.0,0.0,576.0,4,29,7,2013
1957,2.0,1.0,179013929.0,0.0,0.0,54.0,80026.0,599274.0,78026.8198757764,119136.0,0.0,6.0,3.0,0.0,558.0,1,11,7,2013
1968,3.0,0.0,108782455.0,0.0,1.0,53.0,12679.0,162306.0,19790.0,23335.0,5.0,3.0,7.0,0.0,567.0,3,20,7,2013
1954,2.0,2.0,151665886.0,0.0,1.0,77.0,169502.0,340088.0,142379.0,63318.49794238683,3.0,9.0,7.0,0.0,576.0,4,29,7,2013
1955,3.0,1.0,170132465.0,0.0,0.0,60.0,107264.0,873062.0,349556.0,240590.0,0.0,3.0,11.0,0.0,433.0,6,8,3,2013
1962,3.0,1.0,180313308.0,0.0,0.0,40.0,173886.0,1441258.0,82125.0,145276.0,2.0,5.0,7.0,0.0,523.0,5,6,6,2013
1968,2.0,1.0,147938140.0,0.0,0.0,14.0,62372.0,274488.0,16823.0,5791.0,1.0,4.0,10.0,0.0,576.0,4,29,7,2013
1984,2.0,0.0,179154008.0,0.0,0.0,27.0,151476.0,1405101.0,229005.0,246761.0,0.0,7.0,9.0,0.0,433.0,6,8,3,2013
1954,2.0,3.0,132954909.0,0.0,0.0,24.0,101550.0,1348989.0,65317.0,93076.54098360655,1.0,6.0,8.0,0.0,433.0,6,8,3,2013
1978,2.0,0.0,97163000.0,0.0,1.0,46.0,2023.0,266048.26248671627,0.0,8092.0,1.0,2.0,2.0,0.0,550.0,0,3,7,2013
1983,2.0,1.0,67244498.0,1.0,0.0,50.0,16549.0,77415.0,12687.0,31251.0,3.0,3.0,3.0,0.0,558.0,1,11,7,2013
1976,4.0,0.0,171027747.0,0.0,0.0,86.0,212037.0,654391.7260273972,104260.12396694215,180636.0,0.0,6.0,8.0,0.0,433.0,6,8,3,2013
1980,2.0,0.0,186710006.0,0.0,0.0,76.0,57690.642045454544,1832130.0,67608.0,72459.0,2.0,3.0,9.0,0.0,523.0,5,6,6,2013
1972,2.0,0.0,174427435.0,0.0,0.0,27.0,90804.0,1507322.0,107038.0,268331.0,0.0,8.0,9.0,0.0,433.0,6,8,3,2013
1967,2.0,0.0,124690610.0,0.0,1.0,48.0,25802.0,507155.0,23817.0,33741.0,1.0,5.0,7.0,0.0,576.0,4,29,7,2013
1990,2.0,1.0,140671000.0,0.0,0.0,77.0,58667.0,566440.0,374255.0,117334.0,3.0,5.0,8.0,0.0,457.0,1,1,4,2013
1982,2.0,2.0,166115615.0,0.0,0.0,16.0,60612.0,930609.0,69594.0,108714.0,2.0,3.0,10.0,0.0,433.0,6,8,3,2013
1977,4.0,0.0,103627000.0,0.0,1.0,67.0,0.0,281197.0,22253.0,22253.0,0.0,5.0,8.0,0.0,335.0,0,30,11,2012
1990,2.0,0.0,185609468.0,0.0,0.0,40.0,58932.0,402943.0,125293.0,57448.0,3.0,13.0,10.0,0.0,523.0,5,6,6,2013
1958,1.0,0.0,166493085.0,0.0,0.0,63.0,110334.0,1850899.0,234025.0,214722.0,0.0,5.0,12.0,0.0,576.0,4,29,7,2013
1975,0.0,1.0,27755830.0,0.0,0.0,36.0,12138.0,25910.0,35731.0,25334.0,0.0,0.0,2.0,0.0,590.0,2,12,8,2013
1970,1.0,1.0,165720429.0,0.0,0.0,26.0,253548.0,1526666.0,344949.0,187834.0,0.0,4.0,9.0,0.0,576.0,4,29,7,2013
1980,2.0,0.0,162133357.0,0.0,0.0,34.0,88770.44505494506,1839866.0,358456.0,12572.0,1.0,5.0,5.0,0.0,433.0,6,8,3,2013
1973,2.0,0.0,165168000.0,0.0,0.0,69.0,337841.0,534072.0,65748.57280513919,50575.0,0.0,2.0,7.0,0.0,911.0,0,29,6,2014
1996,2.0,0.0,72175000.0,0.0,0.0,59.0,2023.0,14161.0,0.0,8092.0,2.0,0.0,2.0,0.0,818.0,1,28,3,2014
1984,3.0,2.0,166316542.0,0.0,0.0,34.0,76665.0,519125.0,67162.0,57182.0,1.0,6.0,6.0,0.0,433.0,6,8,3,2013
1973,2.0,0.0,199458366.0,0.0,0.0,39.0,85804.0,1650092.0,172585.0,153359.0,1.0,4.0,10.0,0.0,523.0,5,6,6,2013
1962,0.0,2.0,57674000.0,0.0,0.0,75.0,18207.0,14161.0,14161.0,22253.0,0.0,5.0,5.0,0.0,900.0,0,18,6,2014
1979,1.0,0.0,78774552.0,1.0,0.0,67.0,12067.0,64454.0,32297.0,21468.0,1.0,4.0,2.0,0.0,558.0,1,11,7,2013
1955,2.0,0.0,108951000.0,1.0,1.0,30.0,2023.0,50575.0,16184.0,4046.0,4.0,4.0,4.0,0.0,516.0,0,30,5,2013
1958,3.0,2.0,160740818.0,0.0,0.0,57.0,37401.0,824684.0,49011.0,67841.0,1.0,2.0,7.0,0.0,590.0,2,12,8,2013
1952,3.0,2.0,134968019.0,0.0,1.0,62.0,10344.0,106585.0,12367.0,7403.0,4.0,4.0,7.0,0.0,576.0,4,29,7,2013
1966,2.0,0.0,84294783.0,1.0,0.0,15.0,0.0,90769.0,7506.0,9658.0,2.0,2.0,2.0,0.0,433.0,6,8,3,2013
1965,4.0,3.0,168927000.0,0.0,0.0,87.0,153748.0,790993.0,242760.0,2023.0,2.0,2.0,9.0,0.0,492.0,5,6,5,2013
1977,2.0,0.0,79600854.0,1.0,0.0,30.0,13820.0,128292.0,11797.0,7671.0,2.0,7.0,2.0,0.0,567.0,3,20,7,2013
1969,2.0,0.0,105217740.0,0.0,0.0,53.0,17596.0,212518.0,86669.0,65609.06236080178,0.0,2.0,2.0,0.0,567.0,3,20,7,2013
1982,4.0,2.0,123989000.0,1.0,0.0,63.0,0.0,273105.0,143633.0,80920.0,1.0,1.0,11.0,0.0,234.0,1,21,8,2012
1974,2.0,1.0,85866146.0,1.0,0.0,45.0,19627.0,219139.0,25179.0,40433.0,7.0,8.0,6.0,0.0,433.0,6,8,3,2013
1959,1.0,2.0,112240000.0,0.0,1.0,19.0,0.0,22253.0,0.0,10115.0,0.0,0.0,5.0,0.0,811.0,0,21,3,2014
1979,1.0,1.0,164645031.0,0.0,0.0,22.0,63031.0,602608.0,130534.0,123826.0,1.0,3.0,9.0,0.0,523.0,5,6,6,2013
1978,2.0,0.0,42713910.0,1.0,0.0,50.0,8478.0,6453.0,771.0,14451.0,2.0,1.0,6.0,0.0,572.0,0,25,7,2013
1958,1.0,1.0,110971271.0,0.0,1.0,47.0,15687.0,60156.0,3016.0,0.0,4.0,5.0,7.0,0.0,523.0,5,6,6,2013
1999,2.0,0.0,38147109.0,1.0,0.0,64.0,47198.83404710921,38437.0,54643.0,1941.0,3.0,6.0,4.0,0.0,572.0,0,25,7,2013
1958,2.0,2.0,158821305.0,0.0,0.0,65.0,56732.0,1507216.0,159438.0,293320.0,2.0,3.0,5.0,0.0,523.0,5,6,6,2013
1978,1.0,1.0,29618765.0,1.0,0.0,48.0,6085.0,27653.0,6052.0,54137.0,3.0,2.0,4.0,0.0,433.0,6,8,3,2013
1964,2.0,3.0,129137404.09213051,0.0,1.0,64.0,9519.0,398732.0,99344.0,76865.0,5.0,6.0,10.0,0.0,523.0,5,6,6,2013
1991,1.0,1.0,142839072.0,0.0,0.0,76.0,101938.0,1367288.0,53935.0,46855.445757250265,2.0,5.0,9.0,0.0,572.0,0,25,7,2013
1977,1.0,0.0,103517649.0,0.0,0.0,56.0,39141.0,258688.0,35951.0,45962.0,5.0,7.0,7.0,0.0,576.0,4,29,7,2013
1963,2.0,1.0,108832439.0,0.0,0.0,18.0,187982.0,905430.0,77137.0,34447.0,2.0,5.0,6.0,0.0,433.0,6,8,3,2013
1976,2.0,1.0,78360332.0,1.0,0.0,11.0,2402.0,29662.0,480.0,0.0,1.0,3.0,2.0,0.0,523.0,5,6,6,2013
