tahun_kelahiran,belanja_daging,belanja_ikan,belanja_kue,belanja_buah,terakhir_belanja,pendapatan,pembelian_web,pembelian_toko,day_after,jumlah_promosi
1975.0,140737.0,4192.0,11032.0,13973.0,62,99740644.0,4,3,557,1
1955.0,481474.0,80920.0,0.0,113288.0,27,159160000.0,11,5,770,1
1989.0,20230.0,0.0,2023.0,0.0,94,18118000.0,2,4,718,0
1961.0,41406.0,2619.0,12946.392333984375,18907.0,46,92212335.0,5,5,611,5
1957.0,496643.89,148184.0,188097.0,221429.0,88,136893944.0,10,6,507,3
1965.0,13339.0,13498.0,12358.0,6007.0,32,38682689.0,1,2,577,2
1948.0,1282582.0,36414.0,89012.0,58667.0,58,162320000.0,6,5,710,1
1953.0,436968.0,34391.0,30345.0,20230.0,72,141445000.0,6,12,519,3
1971.0,247455.0,26209.0,19224.0,25148.0,74,112707330.0,3,7,538,6
1958.0,96781.0,18620.98,16832.0,15539.0,100,137695468.0,5,4,620,4
1970.0,121380.0,104469.96875,66759.0,72828.0,83,73998000.0,4,6,253,0
1953.0,165886.0,22253.0,0.0,6069.0,46,101207000.0,7,11,568,0
1963.0,827603.0,230016.0,111019.03515625,84137.0,55,169420884.0,3,10,538,6
1977.0,143633.0,4046.0,0.0,6069.0,0,100808264.0,2,8,410,0
1962.0,1821926.0,78729.0,155749.0,152852.0,88,166159973.0,6,10,562,4
1979.0,609206.0,125762.0,109120.23,61264.0,21,164672781.0,3,9,524,5
1964.0,688064.0,191165.0,105497.0,137907.0,88,162933272.0,6,10,527,4
1951.0,335001.0,105408.0,17497.0,31587.0,59,128747947.0,2,6,616,0
1970.0,73966.0,33057.0,719.0,11866.57,54,88144585.0,2,4,534,1
1956.0,925823.0,296954.0,272034.0,215415.0,63,149255146.0,6,9,563,2
1977.0,271082.0,18207.0,0.0,16184.0,50,56394000.0,3,4,355,2
1954.0,84772.0,2428.0,1011.0,2023.0,15,108977085.0,7,7,521,4
1959.0,1005271.0,201987.0,129120.0,76422.29,30,138622039.0,2,5,557,5
1956.0,252616.0,21761.0,0.0,35653.0,66,110333199.0,9,8,533,4
1980.0,766240.0,15078.0,36620.0,39560.0,17,175108903.0,9,5,520,5
1954.0,125466.0,18057.0,1788.0,13286.0,13,124075650.0,4,9,505,5
1958.0,105051.0,9822.0,292.0,7857.0,85,99315688.0,2,5,580,0
1973.0,26299.0,24276.0,16184.0,0.0,58,14715000.0,3,5,726,1
1974.0,578613.0,141853.0,171226.0,122613.0,52,151431406.54,10,9,534,5
1960.0,147399.0,6906.0,7673.0,13881.0,56,112749562.0,10,5,553,4
1978.0,936827.0,255674.0,60877.0,44459.0,4,138347076.0,7,7,527,5
1974.0,295173.0,985.0,34678.0,61237.0,68,147845000.0,2,3,551,4
1951.0,1350743.0,136051.0,42264.0,49431.0,9,136633211.0,3,11,574,6
1975.0,910119.0,68782.0,120952.0,37862.0,57,136200732.0,8,8,533,2
1974.0,529586.0,153081.0,40104.0,21818.0,47,139484462.0,3,10,559,5
1950.0,482023.0,37304.0,73382.0,150999.0,0,139114661.59,9,7,550,4
1973.0,38019.0,8709.0,0.0,1142.0,40,69726180.0,1,4,579,2
1945.0,1492009.0,13171.0,85115.0,193050.0,70,164310909.0,1,7,590,4
1957.0,599274.0,154894.92,119136.0,80026.0,54,179013929.0,6,3,527,1
1968.0,162306.0,19790.0,23335.0,12679.0,44,108782455.0,3,7,509,3
1954.0,340088.0,142379.0,77582.85,169502.0,77,151665886.0,9,6,505,4
1955.0,873062.0,349556.0,240590.0,107264.0,60,170132465.0,3,11,540,6
1962.0,1441258.0,82125.0,145276.0,173886.0,56,180313308.0,5,7,558,5
1968.0,274488.0,16823.0,5791.0,62372.0,14,147938140.0,4,10,578,4
1984.0,1405101.0,229005.0,246761.0,151476.0,27,179154008.0,7,9,550,6
1954.0,1348989.0,65317.0,68878.08,101550.0,24,132954909.0,6,8,568,6
1978.0,31976.11328125,0.0,8092.0,2023.0,46,97163000.0,2,2,550,0
1983.0,77415.0,12687.0,31251.0,16549.0,40,67244498.0,3,3,450,1
1976.0,1316416.71,149475.86,180636.0,212037.0,86,171027747.0,6,8,552,6
1980.0,1832130.0,67608.0,72459.0,145432.06,76,186710006.0,3,9,568,5
1972.0,1507322.0,107038.0,268331.0,90804.0,27,174427435.0,8,9,513,6
1967.0,507155.0,23817.0,33741.0,25802.0,48,124690610.0,5,11,554,4
1990.0,566440.0,374255.0,117334.0,58667.0,77,140671000.0,5,8,457,1
1982.0,930609.0,69594.0,108714.0,60612.0,16,166115615.0,3,10,550,6
1977.0,281197.0,22253.0,22253.0,0.0,67,103627000.0,5,8,335,0
1990.0,402943.0,125293.0,57448.0,58932.0,19,185609468.0,13,10,477,5
1958.0,1850899.0,234025.0,214722.0,110334.0,63,166493085.0,5,12,539,4
1975.0,25910.0,35731.0,25334.0,12138.0,36,27755830.0,0,2,562,2
1970.0,1526666.0,344949.0,187834.0,253548.0,26,165720429.0,4,9,528,4
1980.0,1839866.0,358456.0,12572.0,181528.33,43,162133357.0,5,5,553,6
1973.0,534072.0,189453.28125,50575.0,337841.0,69,165168000.0,2,7,911,0
1996.0,14161.0,0.0,8092.0,2023.0,59,72175000.0,0,2,818,1
1984.0,519125.0,67162.0,57182.0,76665.0,55,166316542.0,6,6,535,6
1973.0,1650092.0,172585.0,153359.0,85804.0,39,199458366.0,4,10,558,5
1962.0,14161.0,14161.0,22253.0,18207.0,75,57674000.0,5,1,900,0
1979.0,64454.0,32297.0,21468.0,12067.0,67,78774552.0,4,2,529,1
1955.0,50575.0,16184.0,4046.0,2023.0,30,108951000.0,0,4,516,0
1958.0,824684.0,49011.0,67841.0,37401.0,57,160740818.0,2,7,596,2
1952.0,106585.0,12367.0,7403.0,10344.0,62,134968019.0,4,7,615,4
1966.0,90769.0,7506.0,9658.0,0.0,15,84294783.0,2,2,597,6
1965.0,790993.0,242760.0,2023.0,153748.0,87,168927000.0,2,9,492,5
1977.0,128292.0,11797.0,7671.0,13820.0,30,79600854.0,7,2,555,3
1969.0,212518.0,86669.0,40443.16,17596.0,53,105217740.0,2,2,552,3
1982.0,273105.0,143633.0,80920.0,0.0,63,123989000.0,1,11,234,1
1974.0,219139.0,25179.0,40433.0,19627.0,45,85866146.0,8,6,426,6
1959.0,22253.0,0.0,10115.0,0.0,19,112240000.0,0,5,811,0
1979.0,602608.0,130534.0,123826.0,63031.0,22,164645031.0,3,9,524,5
1978.0,6453.0,771.0,14451.0,8478.0,50,42713910.0,1,6,572,0
1958.0,60156.0,3016.0,0.0,15687.0,47,110971271.0,5,7,583,5
1999.0,38437.0,54643.0,1941.0,28309.55,64,38147109.0,6,4,519,0
1958.0,1507216.0,159438.0,293320.0,56732.0,65,158821305.0,3,5,546,5
1978.0,27653.0,6052.0,54137.0,6085.0,48,29618765.0,2,4,498,6
1964.0,398732.0,99344.0,76865.0,9519.0,64,124964248.65,6,10,509,5
1991.0,1367288.0,53935.0,77532.64,101938.0,76,142839072.0,5,9,591,0
1977.0,258688.0,35951.0,45962.0,39141.0,56,103517649.0,7,5,472,4
1963.0,905430.0,77137.0,34447.0,187982.0,18,108832439.0,5,6,550,6
1976.0,29662.0,480.0,0.0,2402.0,11,78360332.0,3,2,621,5
1960.0,1003489.0,218280.0,137727.0,74339.0,30,138357738.0,2,5,571,5
1958.0,437360.0,158126.0,118546.0,5556.0,75,103532012.0,5,7,527,2
1968.0,183484.0,47757.0,17030.0,4850.0,78,93198422.0,5,5,583,3
1961.0,1373597.0,113202.0,49359.0,148172.0,31,179932405.0,5,7,561,6
1955.0,83463.0,7652.61,9105.0,2119.0,5,122645235.0,8,8,518,0
1980.0,24276.0,4046.0,6069.0,0.0,81,95124000.0,3,4,630,0
1967.0,1717050.0,91621.0,25779.0,121817.0,72,191777114.0,4,7,575,5
1983.0,1010674.0,95578.0,73946.0,85809.0,48,183142149.0,8,11,522,3
1962.0,833476.0,151725.0,260967.0,180047.0,85,177562000.0,8,9,561,5
1966.0,34391.0,10115.0,0.0,6069.0,71,46486000.0,5,2,756,0
1970.0,422807.0,24276.0,250852.0,248829.0,75,160047000.0,6,5,513,0
1989.0,392859.0,64014.0,64532.0,61427.0,33,104291236.0,6,2,534,4
1957.0,310952.96875,311542.0,125426.0,80920.0,73,94224000.0,5,12,465,0
1960.0,541863.0,22298.0,6367.0,146602.0,52,151006977.0,6,11,569,0
1972.0,556190.0,55851.0,38223.0,33380.0,34,151471720.0,3,8,585,1
1958.0,151507.0,6688.0,6688.0,15989.0,70,121868626.0,7,9,599,0
1969.0,36414.0,6069.0,0.0,0.0,33,120677000.0,4,3,669,0
1991.0,38437.0,40460.0,10115.0,10115.0,53,38016000.0,5,5,692,0
1975.0,89125.0,16117.0,22386.0,22486.0,33,85034246.0,4,4,545,5
1973.0,38437.0,10115.0,8838.43666015625,5879.05587890625,73,121732000.0,7,4,767,0
1965.0,269176.0,68549.0,10851.0,80610.0,59,124210686.0,5,9,582,5
1977.0,212152.0,38143.0,9381.0,8173.0,30,76564320.0,6,5,541,5
1955.0,874755.0,352168.0,246589.0,106055.0,60,170085422.0,5,11,485,6
1983.0,39761.0,51273.0,10115.0,17687.0,28,48986373.0,2,2,528,3
1966.0,27701.0,16230.0,26528.0,10919.0,13,82988422.0,4,1,584,6
1976.0,237580.0,82125.0,100129.0,36989.0,99,140030717.0,4,9,561,0
1941.0,207910.0,97141.0,17348.0,67655.0,23,108413300.0,9,4,700,4
1974.0,49847.0,4039.0,3024.0,2352.0,43,59289667.0,0,2,631,1
1958.0,786276.4275,94641.0,72138.0,49983.0,22,155964994.0,4,6,591,5
1995.0,189597.0,7528.0,40128.0,44738.0,73,16906438.0,2,2,482,0
1950.0,10746.0,2276.0,1517.0,0.0,8,64528775.35,1,0,657,0
1989.0,1352279.0,182464.67,177449.0,269540.0,90,184281052.0,4,6,584,3
1967.0,610946.0,317611.0,293335.0,147679.0,9,154389000.0,3,6,539,1
1959.0,1664009.0,397228.0,260493.0,133927.0,33,166517160.0,7,11,545,4
1969.0,10115.0,6069.0,8092.0,8092.0,8,64002000.0,0,1,811,1
1961.0,1035674.0,170439.0,117935.0,135321.0,106,116048413.0,2,9,480,0
1968.0,840496.0,247904.0,104250.0,128463.4403125,22,155773508.0,4,7,544,3
1956.0,2352.0,1176.0,4892.0,1630.0,19,80458082.0,0,4,643,2
1953.0,333898.0,39230.0,70940.0,13515.0,20,96720614.0,9,6,501,3
1962.0,1289155.0,174692.0,58737.0,156817.0,61,156995823.0,1,8,544,0
1956.0,153239.0,29319.0,6663.0,23988.0,86,124319810.0,10,8,557,4
1970.0,9139.0,7075.0,0.0,7085.0,30,61379333.0,0,3,667,3
1960.0,253489.0,55658.0,13418.0,40876.0,11,109893653.0,6,5,536,4
1964.0,61427.0,36937.0,26965.0,9067.0,68,37120783.0,1,5,476,0
1971.0,52598.0,12138.0,6069.0,0.0,18,52502000.0,6,4,260,6
1963.0,124721.0,1604.0,4848.0,6436.0,71,117261771.0,3,9,618,3
1977.0,29148.0,15151.2896875,74157.0,23350.51484375,68,29747055.0,2,4,506,6
1971.0,603097.0,190263.0,129744.24265625,96417.0,31,163409566.0,5,9,539,5
1981.0,58667.0,24395.4629296875,10115.0,24276.0,54,92059000.0,0,1,458,0
1955.0,7923.0,3018.0,8228.0,3291.0,32,78452132.11,2,4,703,1
1959.0,1681431.0,312281.0,241818.0,130005.0,50,166511337.0,8,10,514,4
1988.0,1258306.0,121380.0,60690.0,323680.0,26,151914000.0,10,13,721,2
1975.0,34391.0,32368.0,16184.0,12138.0,42,51358000.0,3,2,380,0
1944.0,552279.0,196231.0,10115.0,109242.0,30,139668000.0,4,5,844,0
1969.0,1184355.0,220351.0,201382.0,164138.0,69,170116516.0,5,8,515,6
1962.0,146772.0,23716.0,17589.564208984375,18162.71,68,119544216.57,7,5,604,1
1953.0,23654.0,2988.0,8869.0,2023.0,57,105639109.0,0,2,656,3
1984.0,1090397.0,44506.0,0.0,95081.0,67,142745000.0,0,10,277,0
1959.0,58667.0,2023.0,0.0,16184.0,62,97915760.0,6,7,502,5
1969.0,1363556.0,188701.0,286961.0,304671.0,32,179475520.0,7,3,552,1
1982.0,10840.0,10737.0,9475.0,6008.0,27,54566783.0,4,2,589,0
1968.0,1476057.0,211056.0,212900.0,200724.0,15,150502991.0,9,5,516,6
1973.0,1019059.0,133597.0,16383.0,73743.0,43,141849364.0,8,6,548,0
1978.0,26134.732578125,151.0,0.0,758.0,13,78139771.0,3,2,643,5
1960.0,14161.0,0.0,0.0,0.0,2,93851000.0,2,5,682,0
1978.0,12818.0,7650.0,13039.0,12358.0,25,39820851.0,0,2,598,1
1976.0,1727463.0,36451.0,163853.0,107224.0,8,159047869.0,6,3,520,6
1964.0,781481.0,148214.0,83577.0,49688.0,94,130441229.0,3,6,578,1
1973.0,59390.78,7427.0,4479.0,2918.0,43,119738026.0,3,4,652,1
1960.0,163749.0,15320.0,73903.0,54536.0,61,121442820.0,4,6,578,2
1984.0,235832.0,67824.0,64157.0,66230.0,67,115001184.0,5,5,514,2
1955.0,335894.0,118888.63,74774.0,160131.29,40,152051390.0,10,3,511,4
1973.0,292222.0,259.0,34353.0,60652.0,68,147837784.0,3,3,552,4
1978.0,526223.0,106888.0,254301.0,106987.0,62,130077116.0,4,8,506,1
1974.0,76874.0,10115.0,0.0,2023.0,78,119936000.0,3,4,689,1
1957.0,1068144.0,72828.0,104192.88,40460.0,70,147964509.26,8,3,265,1
1975.0,220507.0,36414.0,26299.0,24276.0,9,92709000.0,6,11,567,6
1959.0,134980.0,7956.0,3315.0,6630.0,12,109441579.0,7,7,525,4
1954.0,529858.0,296034.0,89313.29,216006.0,52,153079656.0,10,6,547,0
1976.0,633579.0,74049.0,9650.0,95351.0,44,155772169.1,5,8,543,5
1973.0,6069.0,8092.0,0.0,0.0,95,83001000.0,0,4,262,0
1963.0,1071062.0,99356.0,116750.0,74647.0,52,169398394.0,4,10,556,3
1954.0,1523838.0,378563.0,156511.40515625,100838.0,46,188653237.0,3,8,555,2
1980.0,26823.0,4549.0,4813.46,9611.0,57,64404588.0,1,3,605,3
1950.0,239819.0,26483.0,17513.0,14602.0,8,134984477.0,5,8,611,4
1961.0,256921.0,24276.0,40460.0,48552.0,54,134945000.0,5,4,585,0
1969.0,190951.0,13889.0,43371.0,20230.0,24,120175397.0,7,8,568,3
1967.0,479296.0,67937.0,64204.0,25696.0,73,125853986.0,3,7,596,4
1978.0,279174.0,208369.0,101150.0,167909.0,50,116230000.0,6,9,424,1
1966.0,991666.0,33945.0,66766.0,40642.0,36,140368665.0,2,4,597,5
1978.0,317611.0,44506.0,0.0,18207.0,53,108321000.0,3,7,402,0
1968.0,44506.0,1453.0,0.0,2749.0,31,95078507.0,4,6,643,5
1988.0,474835.0,14472.0,69871.0,182381.0,30,106603487.0,8,7,526,0
1972.0,206699.0,18390.0,9562.0,28136.0,83,88426723.0,7,1,569,0
1953.0,117471.0,13578.0,7515.0,9394.0,66,134796209.0,4,7,607,4
1971.0,1091814.0,339584.0,158101.0,123021.0,35,191753823.0,3,8,571,2
1977.0,463267.0,28322.0,38437.0,0.0,3,133906000.0,4,9,687,6
1974.0,10497.0,1312.0,0.0,0.0,48,73453650.0,0,1,606,1
1976.0,24276.0,28322.0,20230.0,2023.0,47,55839000.0,0,6,772,2
1970.0,859775.0,24276.0,388416.0,58667.0,85,157185000.0,7,3,623,0
1961.0,663544.0,339864.0,103173.0,188139.0,0,161282000.0,7,13,650,0
1968.0,224553.0,78897.0,52598.0,14161.0,51,120678000.0,10,13,541,5
1981.0,26214.0,24936.0,36722.0,6509.0,9,77965406.0,2,0,552,5
1943.0,530026.0,161840.0,135541.0,32368.0,71,127494000.0,6,8,847,0
1972.0,78897.0,10115.0,6069.0,2023.0,46,76312000.0,0,3,631,0
1987.0,8092.0,6069.0,0.0,2023.0,24,70066000.0,0,4,433,2
1972.0,1317729.0,107387.0,301298.0,99149.0,10,173929485.0,7,7,527,6
1947.0,20230.0,42483.0,10115.0,26299.0,47,83934000.0,4,5,613,0
1959.0,1941971.0,127894.0,175999.0,114636.0,81,166355549.0,4,12,562,4
1978.0,56450.0,13293.0,29991.0,27615.0,15,53627560.0,4,2,555,1
1976.0,1918869.0,231754.0,245784.0,309161.0,48,181636485.0,5,8,569,6
1973.0,17554.08,4046.0,6069.0,8092.0,48,49103000.0,2,3,335,1
1981.0,175914.0,5598.0,36884.0,23334.0,64,84236876.0,6,5,536,5
1965.0,155603.0,8583.0,18753.0,12141.3,22,85103041.0,4,4,559,6
1956.0,872120.0,74786.0,36617.0,74513.0,10,130944263.0,4,4,579,0
1959.0,900362.0,159271.0,74756.51,129279.19,1,134102621.0,2,6,637,6
1962.0,283013.0,131987.0,81327.0,256422.0,14,86461987.0,8,7,511,0
1952.0,1576608.0,17317.0,104186.0,206346.0,78,164834512.0,4,8,585,4
1974.0,112093.0,17863.0,33810.0,15714.17,79,119790109.0,3,6,629,1
1984.0,1549618.0,52598.0,378301.0,265013.0,25,166459000.0,3,7,459,5
1978.0,17874.0,20689.0,5694.0,12972.0,8,40859694.0,1,1,575,3
1970.0,419205.0,180818.0,64179.0,34513.0,28,104263684.0,5,3,561,3
1992.0,32585.0,24058.0,1855.0,601.0,46,61008435.0,4,2,555,0
1980.0,912373.0,445060.0,204323.0,198254.0,51,139701000.0,4,8,272,0
1972.0,4046.0,14685.5107421875,6069.0,8092.0,18,57341000.0,4,0,595,1
1989.0,24276.0,12138.0,34391.0,26299.0,31,45076000.0,5,5,407,0
1963.0,546857.0,247148.0,163779.0,80291.0,51,164188357.0,4,10,532,5
1956.0,52598.0,18207.0,0.0,8092.0,42,113225721.86,5,5,730,1
1965.0,157827.0,27373.0,89743.0,75299.0,103,131453241.0,5,3,581,2
1960.0,119770.0,3172.0,9540.0,7908.0,53,113232360.0,10,4,566,4
1972.0,1242122.0,163863.0,127449.0,44506.0,44,159339000.0,6,10,469,1
1961.0,41373.0,2042.0,3802.4816796875,6496.0,38,72031421.0,1,5,617,1
1968.0,503553.0,107888.0,78508.0,25291.0,60,161427726.0,4,6,568,2
1984.0,396122.0,136445.0,111978.0,121483.0,36,183033272.0,7,10,559,3
1965.0,542058.0,128104.0,125208.0,171134.0,82,151097693.0,9,6,540,4
1969.0,102216.0,28734.0,6767.0,21995.0,61,107051205.0,4,12,573,1
1974.0,968873.0,343613.0,156976.0,156123.526953125,13,154918516.0,3,5,532,3
1970.0,324656.0,36561.0,26078.0,0.0,22,128080540.0,6,7,589,1
1949.0,106272.0,24179.1629296875,5152.0,14850.055249023437,91,87080133.96,5,5,543,2
1973.0,179803.0,10054.0,52415.0,20067.0,15,119674666.0,6,8,570,3
1968.0,143516.0,544.0,15134.0,5796.0,85,118143133.0,6,6,601,3
1973.0,894166.0,54621.0,133518.0,0.0,42,135013000.0,9,12,507,2
1975.0,499327.0,60749.0,52085.0,53835.0,71,131765371.0,5,12,575,0
1958.0,104187.0,3251.0,0.0,9608.0,62,139553710.0,6,5,616,3
1943.0,198829.0,82471.0,14204.0,56128.0,29,107872693.0,9,4,644,4
1969.0,1542164.0,350848.0,196033.0,240050.0,26,165810335.0,4,9,527,4
1976.0,1703366.0,42483.0,194208.0,38437.0,51,174526000.0,7,7,879,6
1986.0,368676.0,77998.0,84663.0,104717.0,91,174434922.0,4,12,540,5
1978.0,354025.0,32368.0,119357.0,254898.0,32,146454000.0,8,9,800,0
1976.0,43704.0,20205.0,15036.0,18058.0,89,15356197.0,11,2,531,1
1968.0,275245.0,16066.0,7077.0,62296.0,17,147933950.0,4,10,583,4
1981.0,46529.0,0.0,0.0,16184.0,17,83083000.0,3,2,347,2
1975.0,821629.0,480589.0,24479.0,48892.0,86,158163566.0,1,8,525,1
1976.0,48552.0,89012.0,36414.0,40460.0,27,97117000.0,2,3,723,0
1972.0,66892.0,2023.0,9440.0,11531.0,32,80732848.0,4,2,570,5
1964.0,28490.0,5690.0,5558.0,1512.0,17,63409537.0,4,3,629,0
1951.0,159817.0,12138.0,24276.0,26299.0,36,98962000.0,6,6,380,1
1962.0,40519.0,4046.0,812.0,1616.0,59,100005938.0,4,4,631,3
1978.0,19011.0,49619.0,0.0,6069.0,47,52877470.0,0,0,587,3
1960.0,912702.0,207150.0,168206.46640625,68549.0,78,185666280.0,3,6,624,5
1972.0,24276.0,14161.0,6069.0,0.0,76,45161000.0,1,2,581,0
1983.0,4046.0,10115.0,9282.5390625,16184.0,15,66058000.0,0,2,552,2
1961.0,58327.0,17680.0,5694.0,20978.0,91,66081847.0,2,4,572,0
1980.0,1406186.0,299089.0,127132.92,358483.0,20,165021521.0,2,8,533,4
1957.0,336680.0,168404.0,61209.0,158313.0,66,151895227.0,10,7,484,4
1972.0,341470.0,36378.0,147488.0,110374.0,39,139478044.0,8,4,551,4
1975.0,19094.0,30377.0,23421.0,2596.0,63,49038025.0,2,3,556,6
1952.0,0.0,16725.32994140625,10115.0,14064.945249023438,34,43427000.0,1,5,820,1
1976.0,257590.0,75296.0,70897.0,76855.0,73,114051393.0,5,8,536,2
1973.0,622580.0,184366.0,92739.236875,26766.0,33,138318921.0,6,9,546,5
1957.0,582624.0,105196.0,115311.0,78897.0,54,178997000.0,7,3,511,1
1982.0,208369.0,113288.0,70805.0,97104.0,54,128058000.0,1,10,587,0
1975.0,0.0,16184.0,14161.0,8092.0,100,40830000.0,0,3,808,0
1959.0,898677.0,287377.0,27110.0,38437.0,36,161228963.0,1,8,534,2
1946.0,1252237.0,349799.37,360094.0,161840.0,18,151464000.0,3,6,780,6
1984.0,6069.0,0.0,0.0,8092.0,9,60631000.0,0,1,752,0
1965.0,987508.0,243307.0,135616.0,62278.0,28,138401708.0,2,5,543,5
1994.0,1206155.0,116108.0,214510.0,149410.45,71,177879913.0,6,10,563,3
1965.0,147160.0,12462.0,18996.0,16043.0,37,97986796.0,5,6,569,1
1976.0,48085.0,0.0,43902.0,29961.0,70,78077598.0,2,1,561,3
1969.0,4753.0,2887.0,7954.0,3181.0,38,74308823.77,2,2,644,3
1965.0,368186.0,360094.0,281197.0,159817.0,2,158692000.0,9,5,372,6
1955.0,123403.0,6069.0,0.0,0.0,52,120255000.0,10,9,286,0
1979.0,671964.0,10562.0,44243.0,45741.0,45,165410501.0,7,5,535,5
1969.0,1642676.0,311542.0,161840.0,198254.0,22,187786000.0,5,4,554,0
1975.0,912365.0,75026.0,124142.0,0.0,44,135027585.0,7,11,602,2
1988.0,1894896.0,132109.0,154828.0,191808.0,50,187248278.23,4,10,565,5
1958.0,30345.0,26299.0,62489.16,52598.0,34,68273000.0,3,5,607,4
1961.0,123403.0,26299.0,4046.0,28322.0,0,136740000.0,3,7,865,0
1969.0,106046.0,46969.0,26891.0,30805.63,96,138364361.0,7,6,631,4
1978.0,29017.0,17756.0,25745.0,7254.0,5,78386769.0,3,0,561,5
1974.0,200425.0,40098.0,14267.0,10323.0,33,76711376.0,5,5,527,5
1967.0,43941.0,4574.0,10679.0,3571.0,40,41080339.0,3,1,606,3
1964.0,986552.0,220439.0,110083.0,69835.0,22,138310773.0,4,6,548,5
1977.0,477428.0,182070.0,155771.0,76874.0,48,88992000.0,13,5,288,1
1969.0,60690.0,32368.0,24276.0,14161.0,99,48490000.0,4,2,325,0
1947.0,759674.0,258262.0,192588.0,194611.0,71,101505007.0,4,10,548,3
1974.0,8009.0,6131.264453125,165.0,3880.0,34,57811258.0,0,4,600,1
1963.0,1836032.0,107241.0,225258.0,96198.0,67,166733041.0,4,11,533,4
1977.0,347956.0,54621.0,32368.0,16184.0,77,87010000.0,8,6,825,2
1948.0,1276480.0,403138.0,345420.0,165880.0,17,151363292.0,3,5,520,6
1967.0,46529.0,0.0,0.0,0.0,70,109815000.0,10,4,791,1
1968.0,1243614.0,305809.0,58952.0,79943.0,62,156620016.0,5,13,523,0
1959.0,924073.44,18207.0,155771.0,93058.0,9,142478000.0,7,10,634,0
1971.0,305568.0,80711.0,43588.0,36966.0,47,56172308.0,8,1,486,0
1973.0,809412.0,200355.0,114108.7584375,49511.0,56,168403683.0,4,10,533,5
1963.0,193956.0,764.0,27679.0,10115.0,37,81513916.0,5,3,467,5
1966.0,53174.0,12135.0,0.0,10691.0,23,94489831.0,4,3,641,5
1964.0,50575.0,10115.0,4046.0,0.0,51,78109000.0,0,6,218,0
1984.0,1812964.0,72906.0,69402.0,99258.0,75,183922137.0,7,10,582,3
1962.0,1567825.0,46529.0,331772.0,80920.0,0,157902000.0,6,14,221,0
1959.0,125082.0,11577.0,18892.0,830.0,3,84718581.0,3,4,553,6
1966.0,1107619.0,217271.0,220557.0,39839.0,21,192499951.0,4,9,591,2
1968.0,810446.0,6992.0,3437.0,3987.0,51,100428057.0,3,4,580,3
1957.0,34391.0,0.0,0.0,14161.0,33,85914000.0,0,1,812,1
1979.0,825384.0,10115.0,36414.0,34391.0,9,175279000.0,10,5,584,5
1962.0,76696.0,31645.0,29301.0,15236.0,39,77902429.0,1,4,522,5
1955.0,348987.0,143466.0,77380.0,163174.0,76,151679865.0,9,6,505,4
1975.0,5848.0,264.0,6069.0,4090.0,26,57064852.11,1,2,592,0
1973.0,41613.0,30118.0,7354.0,18849.0,93,81933568.0,1,4,553,2
1964.0,38437.0,60690.0,36414.0,24276.0,87,94493000.0,1,3,609,0
1977.0,155771.0,50575.0,4046.0,14161.0,56,109250000.0,4,3,408,0
1973.0,89012.0,0.0,34391.0,6069.0,86,85299000.0,1,4,652,0
1959.0,108361.0,3748.0,0.0,8913.0,62,139724667.0,5,5,615,3
1977.0,119357.0,30345.0,10115.0,16184.0,58,111579000.0,3,7,405,2
1950.0,23454.0,1451.0,7769.0,4207.0,61,17824209.0,3,2,576,1
1981.0,29338.0,4189.0,0.0,9971.0,61,64834801.0,1,3,562,3
1955.0,697935.0,155771.0,135567.125,58667.0,64,178004000.0,3,9,497,4
1982.0,106813.0,26743.906005859375,11652.0,14970.0,26,51698177.0,0,3,511,6
1955.0,123499.0,12754.0,4572.0,4046.0,65,104493113.0,9,4,533,4
1980.0,586027.0,40872.0,267657.0,200187.0,71,138329376.0,7,4,557,4
1967.0,1928209.0,243318.0,219444.0,334268.0,60,180485895.0,6,7,578,6
1959.0,1755964.0,50575.0,32368.0,60690.0,15,180019000.0,5,5,688,1
1957.0,169917.0,3636.0,5864.0,12022.0,73,117386779.0,5,7,622,3
1973.0,750533.0,0.0,256921.0,157794.0,78,119339000.0,12,11,459,0
1963.0,34391.0,14161.0,0.0,8092.0,23,95876000.0,3,5,738,0
1953.0,42483.0,0.0,0.0,0.0,58,105679000.0,1,4,888,0
1967.0,728602.0,147662.0,224039.0,156413.0,71,178945084.0,9,9,482,5
1984.0,35355.0,12948.0,686.0,13598.0,54,49832545.0,1,0,520,0
1968.0,986873.0,358265.0,147912.0,141843.0,23,156269453.0,6,4,493,5
1950.0,87029.0,16655.0,2997.0,11658.0,17,108738092.0,8,6,525,4
1964.0,270850.0,23151.0,4492.0,30350.0,39,110786318.0,7,8,542,4
1969.0,918960.0,398034.0,182184.0,106172.0,45,155660764.0,6,3,504,5
1951.0,981848.0,188591.36,185603.0,80044.0,22,172995184.0,1,10,549,6
1972.0,12138.0,8092.0,14161.0,0.0,27,40215000.0,1,1,760,2
1966.0,636002.0,140682.17,111124.0,81022.0,80,143597135.0,8,9,518,3
1965.0,4291.0,8205.0,661.0,7099.0,40,108994019.0,0,4,623,0
1965.0,1821981.0,153637.0,156601.0,176727.0,68,165997224.0,3,10,550,4
1991.0,433658.0,61066.0,69403.0,66768.0,35,104622575.0,7,3,533,4
1965.0,299404.0,105196.0,242760.0,214438.0,75,148992000.0,6,9,872,3
1964.0,1388462.0,253684.0,205408.0,37045.0,24,193292908.0,3,9,573,2
