,tahun_kelahiran,pendidikan,status_pernikahan,pendapatan,jumlah_anak_balita,jumlah_anak_remaja,terakhir_belanja,belanja_buah,belanja_daging,belanja_ikan,belanja_kue,pembelian_diskon,pembelian_web,pembelian_toko,keluhan,tanggal_menjadi_anggota
973,1978.0,2.6,2.0,146454000.0,2.0,0.0,32.0,254898.0,354025.0,32368.0,119357.0,0.0,8.0,9.0,0.0,471
974,1976.0,2.4,0.0,15356197.0,0.0,1.0,89.0,18058.0,43704.0,20205.0,15036.0,2.0,11.0,2.0,0.0,214
975,1968.0,2.0,1.0,147933950.0,0.0,0.0,17.0,62296.0,275245.0,16066.0,7077.0,1.0,4.0,10.0,0.0,255
976,1981.0,2.0,1.0,83083000.0,1.0,1.0,17.0,16184.0,46529.0,0.0,0.0,3.0,3.0,2.0,0.0,108
977,1975.0,2.0,2.0,158163566.0,0.0,0.0,86.0,48892.0,821629.0,480589.0,24479.0,1.0,1.0,8.0,0.0,381
978,1976.0,2.0,0.0,97117000.0,0.2,0.0,27.0,40460.0,48552.0,89012.0,36414.0,2.2,2.0,3.0,0.0,411
979,1972.0,3.0,0.0,80732848.0,1.0,0.6,29.8,11531.0,66892.0,2023.0,9440.0,3.0,4.0,2.0,0.0,294
980,1964.0,2.0,0.0,63409537.0,1.0,0.0,17.0,1512.0,28490.0,5690.0,5558.0,3.0,4.0,3.0,0.0,377
981,1951.0,2.0,1.0,98962000.0,0.0,1.0,36.0,26299.0,159817.0,12138.0,24276.0,5.0,6.0,6.0,1.0,134
982,1962.0,3.0,1.0,100005938.0,0.0,1.0,59.0,1616.0,40519.0,4046.0,812.0,3.0,4.0,4.0,0.0,355
983,1978.0,0.0,1.2,52877470.0,1.0,0.0,47.0,6069.0,19011.0,49619.0,0.0,2.0,0.0,0.0,0.0,321
984,1960.0,2.0,0.0,185666280.0,0.0,0.0,78.0,68549.0,912702.0,207150.0,141836.0,1.6,3.0,6.0,0.0,285
985,1972.0,2.0,0.0,45161000.0,1.0,0.0,76.0,0.0,24276.0,14161.0,6069.0,1.6,1.2,2.0,0.0,298
986,1983.0,1.0,1.6,66058000.0,0.0,0.0,15.0,16184.0,4046.0,10115.0,3925.0,2.0,0.0,2.0,0.0,275
987,1961.0,3.0,2.0,66081847.0,0.0,1.0,91.0,20978.0,58327.0,17680.0,5694.0,0.0,2.0,4.0,0.0,292
988,1980.0,1.0,1.0,165021521.0,0.0,0.0,20.0,358483.0,1406186.0,299089.0,135141.8,0.0,2.0,8.0,0.0,310
989,1957.0,2.0,2.0,151895227.0,0.0,1.0,66.0,158313.0,336680.0,168404.0,61209.0,3.0,10.0,7.0,0.0,341
990,1972.0,2.0,0.0,139478044.0,0.0,0.0,39.0,110374.0,341470.0,36378.0,147488.0,1.8,8.0,4.0,0.0,171
991,1975.0,1.0,2.0,49038025.0,1.0,0.0,63.0,2596.0,19094.0,30377.0,23421.0,1.0,2.0,3.0,0.0,295
992,1952.0,2.0,3.0,43427000.0,1.0,1.0,34.0,4371.0,0.0,4023.0,10115.0,0.0,1.4,5.0,1.0,488
993,1976.0,1.0,2.0,114051393.0,0.0,0.0,73.0,76855.0,257590.0,75296.0,70897.0,4.0,5.0,8.0,0.0,295
994,1973.0,2.0,2.0,138318921.0,0.0,0.0,33.0,26766.0,622580.0,184366.0,127490.8,2.0,6.0,9.0,0.0,312
995,1957.0,2.0,1.0,178997000.0,0.0,1.0,54.0,78897.0,582624.0,105196.0,115311.0,0.0,7.0,3.0,0.0,246
996,1982.0,2.0,0.0,128058000.0,0.0,1.0,54.0,97104.0,208369.0,113288.0,70805.0,3.0,1.0,10.0,0.0,303
997,1975.0,1.0,2.0,40830000.0,0.0,0.0,100.0,8092.0,0.0,16184.0,14161.0,2.0,0.0,3.0,0.0,478
998,1959.0,2.0,3.0,161228963.0,0.0,0.0,36.0,38437.0,898677.0,287377.0,27110.0,4.0,1.0,8.0,0.0,389
999,1946.0,2.0,2.0,151464000.0,0.0,0.0,18.0,161840.0,1252237.0,184259.8,360094.0,0.0,3.0,7.4,0.0,454
1000,1984.0,3.0,2.0,60631000.0,1.0,0.0,9.0,8092.0,6069.0,0.0,0.0,1.0,0.0,1.0,0.0,431
1001,1965.0,2.0,0.0,138401708.0,0.0,0.0,28.0,62278.0,987508.0,243307.0,135616.0,1.0,2.0,5.0,0.0,313
1002,1994.0,1.0,0.0,177879913.0,0.0,0.0,71.0,152131.0,1206155.0,116108.0,214510.0,2.0,6.0,10.0,0.0,323
1003,1965.0,2.0,1.0,97986796.0,0.0,1.0,37.0,16043.0,147160.0,12462.0,18996.0,2.4,5.2,6.0,0.0,239
1004,1976.0,2.0,1.0,78077598.0,0.0,0.0,70.0,29961.0,48085.0,0.0,43902.0,0.0,2.0,1.0,0.0,214
1005,1969.0,2.0,2.0,81316020.0,1.0,1.0,38.0,3181.0,4753.0,2887.0,7954.0,1.0,2.0,2.0,0.0,374
1006,1965.0,1.0,3.0,158692000.0,0.0,1.0,2.0,159817.0,368186.0,360094.0,281197.0,0.0,9.0,5.0,0.0,126
1007,1955.0,4.0,1.0,120255000.0,0.0,1.0,52.0,0.0,123403.0,6069.0,0.0,4.0,10.0,9.0,0.0,59
1008,1979.0,4.0,2.0,165410501.0,0.0,0.0,45.0,45741.0,671964.0,10562.0,44243.0,0.0,7.0,5.0,0.0,290
1009,1969.0,2.0,2.0,187786000.0,0.0,0.0,22.0,198254.0,1642676.0,311542.0,161840.0,2.0,5.0,4.0,0.0,351
1010,1975.0,4.0,1.0,135027585.0,0.0,0.0,44.0,0.0,912365.0,75026.0,124142.0,4.0,6.6,11.0,0.0,237
1011,1988.0,2.4,0.0,152445230.0,0.0,0.0,50.0,191808.0,1894896.0,132109.0,154828.0,2.0,4.0,10.0,0.0,154
1012,1958.0,1.0,0.0,68273000.0,0.0,0.0,34.0,52598.0,30345.0,26299.0,15227.8,1.0,3.0,5.0,0.0,254
1013,1961.0,2.8,2.0,136740000.0,0.0,1.0,0.0,28322.0,123403.0,26299.0,4046.0,0.0,3.0,7.0,0.0,528
1014,1969.0,1.0,1.0,138364361.0,0.0,0.0,96.0,20939.2,106046.0,46969.0,26891.0,4.0,7.0,6.0,0.0,325
1015,1978.0,2.0,1.0,78386769.0,0.0,0.0,5.0,7254.0,29017.0,17756.0,25745.0,1.0,3.0,0.0,0.0,214
1016,1974.0,3.0,0.0,76711376.0,1.0,0.0,33.0,10323.0,200425.0,40098.0,14267.0,4.0,5.0,5.0,0.0,314
1017,1967.0,2.0,1.0,41080339.0,1.0,0.0,40.0,3571.0,43941.0,4574.0,10679.0,3.0,3.0,1.0,0.0,374
1018,1964.0,2.0,0.0,138310773.0,0.0,0.0,22.0,69835.0,986552.0,220439.0,110083.0,1.0,4.0,6.0,0.0,313
1019,1977.0,2.0,1.0,88992000.0,1.0,0.0,48.0,76874.0,477428.0,182070.0,155771.0,4.0,13.0,5.0,0.0,61
1020,1969.0,3.0,3.0,48490000.0,1.0,0.0,99.0,14161.0,60690.0,32368.0,24276.0,3.0,4.0,2.0,0.0,90
1021,1947.0,3.0,3.0,101505007.0,0.0,0.0,71.0,194611.0,759674.0,258262.0,192588.0,0.0,4.0,10.0,0.0,446
1022,1974.0,2.0,0.0,57811258.0,0.0,0.0,44.8,3880.0,8009.0,964.4,165.0,0.0,0.8,4.0,0.0,337
1023,1963.0,2.0,0.0,166733041.0,0.0,0.0,67.0,96198.0,1836032.0,107241.0,225258.0,0.0,4.0,11.0,0.0,351
1024,1977.0,2.0,2.0,87010000.0,1.0,0.0,77.0,16184.0,347956.0,54621.0,32368.0,4.0,8.0,6.0,0.0,493
1025,1948.0,2.0,1.0,151363292.0,0.0,0.0,17.0,165880.0,1276480.0,403138.0,345420.0,0.0,3.0,5.0,0.0,331
1026,1967.0,4.0,2.0,109815000.0,0.0,1.0,70.0,0.0,46529.0,0.0,0.0,5.0,10.0,4.0,0.0,463
1027,1968.0,1.0,0.0,156620016.0,0.0,0.0,62.0,79943.0,1243614.0,305809.0,58952.0,1.0,5.0,13.0,0.0,399
1028,1959.0,2.0,1.0,142478000.0,0.0,1.0,9.0,93058.0,580755.8,18207.0,155771.0,0.8,7.0,10.0,0.0,339
1029,1971.0,2.0,1.2,56172308.0,1.0,0.0,47.0,36966.0,305568.0,80711.0,43588.0,4.0,8.0,1.0,0.0,320
1030,1973.0,3.0,1.0,168403683.0,0.0,0.2,56.0,49511.0,809412.0,200355.0,135658.4,0.0,5.4,10.0,0.0,366
1031,1963.0,2.0,1.0,81513916.0,1.0,1.0,37.0,10115.0,193956.0,764.0,27679.0,6.0,5.0,3.0,0.0,239
1032,1966.0,2.0,0.0,94489831.0,0.0,1.0,23.0,10691.0,53174.0,12135.0,0.0,4.0,4.0,3.0,0.0,227
1033,1964.0,4.0,1.4,78109000.0,1.0,1.0,23.6,0.0,50575.0,10115.0,4046.0,3.0,0.0,6.0,0.0,3
1034,1984.0,3.0,1.0,183922137.0,0.0,0.0,75.0,99258.0,1812964.0,72906.0,69402.0,1.0,7.0,10.0,0.0,302
1035,1962.0,3.0,2.0,157902000.0,0.0,0.0,0.0,80920.0,1567825.0,46529.0,331772.0,3.0,6.0,14.0,0.0,6
1036,1959.0,2.0,0.0,84718581.0,1.0,1.0,3.0,830.0,125082.0,11577.0,18892.0,4.0,3.0,4.0,0.0,175
1037,1966.0,2.0,0.0,192499951.0,0.0,0.0,21.0,39839.0,1107619.0,217271.0,220557.0,0.0,4.0,9.0,0.0,313
1038,1968.0,3.0,1.0,100428057.0,0.0,0.0,51.0,3987.0,810446.0,6992.0,3437.0,2.0,3.0,4.0,0.0,266
1039,1957.0,3.0,1.0,85914000.0,1.0,2.0,33.0,14161.0,34391.0,0.0,0.0,5.0,1.8,1.0,0.0,481
1040,1979.0,4.0,2.0,175279000.0,0.0,0.0,9.0,34391.0,825384.0,10115.0,36414.0,0.0,10.0,5.0,0.0,301
1041,1962.0,2.0,1.0,77902429.0,1.0,0.0,39.0,15236.0,76696.0,31645.0,29301.0,3.0,1.0,4.0,0.0,327
1042,1955.0,2.0,2.0,151679865.0,0.0,1.0,76.0,163174.0,348987.0,143466.0,77380.0,3.0,9.0,6.0,0.0,286
1043,1975.0,4.0,1.0,68937255.4,1.0,0.0,26.0,4090.0,5848.0,264.0,6069.0,4.0,1.0,2.0,0.0,401
1044,1973.0,3.0,0.0,81933568.0,0.4,0.0,93.0,18849.0,41613.0,30118.0,7354.0,2.0,1.0,4.0,0.0,273
1045,1964.0,1.0,2.0,94493000.0,0.0,1.0,87.0,24276.0,38437.0,60690.0,36414.0,1.0,1.0,3.0,0.0,318
1046,1977.0,2.0,0.0,109250000.0,1.0,1.0,56.0,14161.0,155771.0,50575.0,4046.0,7.0,4.0,3.0,0.0,158
1047,1973.0,4.0,2.0,85299000.0,0.0,1.0,86.0,6069.0,89012.0,0.0,34391.0,3.0,1.0,4.0,0.0,355
1048,1959.0,3.0,2.0,139724667.0,0.0,1.0,62.0,8913.0,108361.0,3748.0,0.0,2.0,5.0,5.0,0.0,198
1049,1977.0,3.0,1.0,111579000.0,1.0,1.0,58.0,16184.0,119357.0,30345.0,10115.0,5.0,3.0,7.0,0.0,155
1050,1950.0,3.0,0.0,17824209.0,0.0,1.0,61.0,4207.0,23454.0,1451.0,7769.0,5.0,3.0,2.0,0.0,376
1051,1981.0,3.0,0.0,64834801.0,1.0,0.0,61.0,9971.0,29338.0,4189.0,0.0,1.0,1.0,3.0,0.0,349
1052,1955.0,2.0,1.0,178004000.0,0.0,0.0,64.0,58667.0,697935.0,155771.0,104350.2,2.0,3.0,9.0,0.0,233
1053,1982.0,2.0,0.8,51698177.0,1.0,0.0,26.0,14970.0,106813.0,10364.2,11652.0,1.0,0.0,3.0,0.0,198
1054,1955.0,3.0,1.0,104493113.0,0.0,1.0,65.0,4046.0,123499.0,12754.0,4572.0,6.0,9.0,4.0,0.0,179
1055,1980.0,3.0,1.6,138329376.0,0.0,0.0,71.0,200187.0,586027.0,40872.0,267657.0,0.0,7.0,4.0,0.0,302
1056,1967.0,2.0,0.0,180485895.0,0.0,0.0,60.0,334268.0,1928209.0,243318.0,219444.0,0.0,6.0,7.0,0.0,351
1057,1959.0,2.0,0.0,180019000.0,0.0,0.0,15.0,60690.0,1755964.0,50575.0,32368.0,1.0,5.0,5.0,0.0,383
1058,1957.0,4.0,2.0,117386779.0,0.0,0.0,73.0,12022.0,169917.0,3636.0,5864.0,2.0,5.0,7.0,0.0,239
1059,1973.0,2.0,3.0,119339000.0,0.0,1.0,78.0,157794.0,750533.0,0.0,256921.0,8.0,12.0,11.0,0.0,202
1060,1963.0,2.0,3.0,95876000.0,0.0,1.0,23.0,8092.0,34391.0,14161.0,0.0,3.0,3.0,5.0,0.0,422
1061,1953.0,3.0,2.0,105679000.0,1.0,1.0,58.0,0.0,42483.0,0.0,0.0,4.0,1.0,4.0,0.0,545
1062,1967.0,2.0,1.0,178945084.0,0.0,0.0,71.0,156413.0,728602.0,147662.0,224039.0,1.0,9.0,9.0,0.0,339
1063,1984.0,2.0,2.0,49832545.0,1.0,0.0,54.0,13598.0,35355.0,12948.0,686.0,0.0,1.0,0.0,0.0,259
1064,1968.0,2.0,1.0,156269453.0,0.0,0.0,23.0,141843.0,986873.0,358265.0,147912.0,0.0,6.0,4.0,0.0,372
1065,1950.0,3.0,0.0,108738092.0,0.0,1.0,17.0,11658.0,87029.0,16655.0,2997.0,7.0,8.0,6.0,0.0,198
1066,1964.0,2.0,1.0,110786318.0,0.0,1.0,39.0,30350.0,270850.0,23151.0,4492.0,7.0,7.0,8.0,0.0,328
1067,1969.0,3.0,2.0,155660764.0,0.0,0.0,45.0,106172.0,918960.0,398034.0,182184.0,0.0,6.0,3.0,0.0,397
1068,1951.0,3.0,2.0,172995184.0,0.0,0.0,22.0,80044.0,981848.0,178822.6,185603.0,0.8,1.0,10.0,0.0,313
1069,1972.0,3.0,1.8,40215000.0,1.0,0.0,27.0,0.0,12138.0,8092.0,14161.0,0.0,1.0,1.0,0.0,438
1070,1966.0,2.0,2.0,143597135.0,0.0,0.0,80.0,81022.0,636002.0,148414.2,111124.0,2.0,8.0,9.0,0.0,364
1071,1965.0,0.0,0.0,108994019.0,0.8,0.0,40.0,7099.0,4291.0,8205.0,661.0,2.0,0.0,4.0,0.0,461
1072,1965.0,2.0,0.0,165997224.0,0.0,0.0,68.0,176727.0,1821981.0,153637.0,156601.0,0.0,3.0,9.0,0.0,334
1073,1991.0,1.0,0.0,104622575.0,0.0,0.0,35.0,66768.0,433658.0,61066.0,69403.0,6.0,7.0,3.0,0.0,285
1074,1965.0,2.0,0.0,148992000.0,0.0,1.0,75.0,214438.0,299404.0,105196.0,242760.0,0.0,6.0,9.0,0.0,533
1075,1964.0,3.0,0.0,193292908.0,0.0,0.2,24.0,37045.0,1388462.0,253684.0,205408.0,0.0,3.0,9.0,0.0,368
1076,1972.0,3.0,1.0,173707643.0,0.0,0.4,61.0,128231.0,611171.0,106595.0,45348.0,0.0,7.0,9.0,0.0,323
1077,1974.0,4.0,2.0,163139000.0,0.0,0.0,14.0,396508.0,341887.0,115311.0,299404.0,3.0,4.0,12.0,0.0,366
1078,1972.0,2.0,0.0,176262985.0,0.0,0.0,87.0,148754.0,640394.0,121098.0,187729.0,0.0,6.0,10.0,0.0,374
1079,1978.0,2.0,0.0,188882814.0,0.0,0.0,70.0,120085.0,1576537.0,124937.0,93779.0,2.0,3.0,8.0,0.0,351
1080,1990.0,1.0,2.0,107857487.0,1.0,0.0,16.0,17488.0,27243.0,3327.0,0.0,3.4,0.0,2.0,0.0,236
1081,1959.0,4.0,1.2,110038000.0,0.2,1.0,54.0,22253.0,99127.0,34391.0,12138.0,0.0,9.0,6.0,0.0,289
1082,1952.0,2.0,2.0,134630130.0,0.0,0.0,48.0,55712.0,235239.0,20258.0,29329.0,2.0,5.0,7.0,0.0,295
1083,1981.0,0.4,2.0,25301000.0,0.0,0.0,35.0,12973.0,22253.0,20230.0,22253.0,2.0,1.0,2.0,0.0,101
1084,1965.0,2.0,1.0,122894539.0,0.0,0.0,37.0,127817.0,437474.0,150278.0,208511.0,2.0,7.0,2.0,0.0,279
1085,1974.0,2.0,1.0,120748000.0,0.0,1.0,52.0,8092.0,165886.0,147679.0,143633.0,0.0,4.0,7.0,0.0,207
1086,1971.0,3.0,0.0,95024085.0,0.0,1.0,6.0,9024.0,91765.0,15753.0,3500.0,4.0,4.0,5.0,0.0,198
1087,1974.0,4.0,1.0,63821000.0,1.0,0.0,72.0,2023.0,22253.0,4046.0,2023.0,4.0,1.0,1.0,0.0,536
1088,1968.0,3.0,2.0,124384244.0,0.0,0.0,65.0,144044.0,832709.0,187349.0,153487.2,3.0,10.0,4.0,0.0,381
1089,1972.0,4.0,1.0,80844935.0,1.0,1.0,128.0,15116.0,27723.0,14444.0,1925.0,0.0,4.0,5.0,0.0,266
1090,1986.0,1.0,2.0,31357000.0,1.0,0.0,4.0,10115.0,60690.0,14161.0,4046.0,5.0,6.0,3.0,1.0,81
1091,1987.0,2.0,0.0,138590355.0,0.0,0.0,18.0,10531.0,918943.0,350682.0,115738.2,0.0,2.0,5.0,0.0,446
1092,1972.0,2.0,0.0,174353967.0,0.0,0.0,16.0,72713.0,1475593.0,80597.0,277238.0,0.0,8.0,9.0,0.0,396
1093,1976.0,2.0,0.0,56372241.0,1.0,0.0,46.6,15628.0,261406.0,18603.0,793.0,2.0,2.0,4.0,0.0,238
1094,1970.0,3.0,2.0,143342270.0,0.0,1.0,40.0,237687.0,348613.0,158329.0,86343.0,1.0,4.0,11.0,0.0,286
1095,1981.0,2.0,0.0,153814093.0,0.0,0.0,53.0,107866.0,699128.0,123140.0,50312.0,1.0,4.0,10.0,0.0,379
1096,1973.0,3.0,1.0,155336573.0,0.0,0.0,97.0,210399.0,1220829.0,81846.0,71578.0,2.0,3.0,6.0,0.0,323
1097,1968.0,1.0,2.0,15564369.0,0.0,0.0,12.0,5650.0,19239.0,16532.0,18513.0,1.0,17.0,1.0,0.0,397
1098,1974.0,1.6,2.0,73272607.8,1.0,1.0,58.0,10115.0,38437.0,20230.0,10115.0,2.0,0.0,3.0,0.0,294
1099,1975.0,1.0,1.0,76789000.0,1.0,0.0,47.0,12539.8,68782.0,4046.0,8092.0,2.0,3.0,1.0,0.0,366
1100,1958.0,1.0,1.0,110627219.0,0.0,1.0,66.0,16679.0,76757.0,3757.0,0.0,5.0,6.0,6.0,0.0,302
1101,1980.0,2.0,0.0,82922758.0,1.0,0.0,29.0,16491.0,46221.0,4925.0,923.0,3.0,2.0,2.0,0.0,227
1102,1977.0,0.0,1.0,52349606.0,1.0,0.0,48.0,9792.0,25492.0,60544.0,10759.0,2.0,0.0,4.0,0.0,295
1103,1977.0,2.0,1.6,32582637.0,1.0,0.0,34.0,9273.0,36590.0,1683.0,49706.0,4.0,4.0,4.0,0.0,214
1104,1988.0,3.0,0.0,191773904.0,0.0,0.0,31.0,243851.0,1834459.0,195355.0,288181.0,0.0,6.0,10.0,0.0,409
1105,1981.0,2.0,1.0,142748000.0,1.0,0.0,44.0,58667.0,325703.0,91035.0,64736.0,3.0,13.0,10.0,0.0,82
1106,1972.0,3.0,1.0,45453000.0,1.0,0.0,26.0,32368.0,78897.0,70805.0,48552.0,2.8,6.0,0.0,0.0,245
1107,1982.0,2.0,2.0,77728140.0,0.0,0.0,11.0,15943.0,35561.0,37536.0,39235.0,1.0,2.0,0.0,0.0,250
1108,1962.0,3.0,4.0,171143607.0,0.0,0.0,25.0,63200.0,1135467.0,135401.0,198462.0,1.0,4.0,11.0,0.0,303
1109,1967.0,2.4,1.0,136780000.0,0.0,1.0,22.0,12138.0,78897.0,2023.0,12138.0,0.0,2.0,6.0,0.0,296
1110,1962.0,2.0,0.0,152266330.0,0.0,0.0,21.0,116182.0,388622.6,115618.0,76050.0,2.0,9.0,4.0,0.0,335
1111,1996.0,2.0,2.0,112342683.0,0.0,0.0,36.0,22110.0,184922.0,111933.0,66151.0,0.0,1.0,1.0,0.0,286
1112,1966.0,2.0,1.0,138651000.0,0.0,0.0,89.0,66759.0,877982.0,46529.0,54621.0,0.0,0.0,7.0,0.0,410
1113,1974.0,2.0,1.0,181634546.0,0.0,0.0,27.0,192797.0,1596177.0,148914.0,146954.0,1.0,5.0,9.0,0.0,334
1114,1972.0,3.0,2.0,72997045.0,1.0,0.0,21.0,11238.0,122649.0,7192.0,8616.0,2.0,3.0,3.0,0.0,179
1115,1955.0,2.0,2.0,83448000.0,0.0,0.2,66.0,12981.4,155771.0,2023.0,4046.0,1.0,3.0,4.6,0.0,127
1116,1960.0,2.0,1.0,137669569.0,0.0,0.0,88.0,230689.0,397394.0,167502.0,206627.0,4.0,9.0,7.0,0.0,322
1117,1968.0,3.0,1.0,100432731.0,0.0,0.0,51.0,4112.0,860619.0,7180.0,3657.0,2.0,2.0,4.0,0.0,266
1118,1973.0,2.0,1.0,102020389.0,0.0,1.0,38.0,18148.0,86779.0,60455.0,26257.0,1.0,6.0,2.0,0.0,283
1119,1970.0,2.0,1.0,152801167.0,0.0,0.0,21.0,100784.0,347248.0,260504.0,5096.0,0.0,10.0,10.0,0.0,341
1120,1987.0,2.0,2.0,166024116.0,0.0,0.0,19.0,101798.0,1053481.0,74980.0,107791.0,1.6,2.0,11.0,0.0,296
1121,1967.0,2.0,0.0,124414311.0,0.0,0.0,72.0,104476.0,366972.0,98257.0,33821.0,0.0,6.0,8.0,0.0,277
1122,1950.0,2.0,2.0,166041958.0,0.0,0.0,82.0,27845.0,862785.0,83587.0,90854.0,0.0,10.0,8.0,0.0,334
1123,1990.0,2.0,0.0,190372010.0,0.0,0.0,26.0,208076.0,1520566.0,184115.0,248312.0,1.0,7.0,10.0,0.0,351
1124,1949.0,2.0,1.6,101415589.0,0.0,0.0,63.0,193816.0,754006.0,255557.0,189774.0,0.0,4.0,9.0,0.0,446
1125,1957.0,3.0,0.0,132659000.0,0.0,0.0,42.0,129472.0,1015546.0,394485.0,6069.0,4.0,2.0,5.0,0.0,425
1126,1980.0,2.0,2.0,159842000.0,0.0,0.0,96.0,58667.0,896189.0,70805.0,115311.0,0.0,4.0,12.0,0.0,426
1127,1953.0,3.0,1.0,121870021.0,0.0,1.0,59.0,20230.0,229738.0,27315.0,10551.0,0.0,7.0,10.0,0.0,293
1128,1964.0,4.0,3.0,170971905.0,0.0,0.0,36.0,106030.0,1295426.0,137371.0,189102.0,2.0,4.0,9.0,0.0,373
1129,1955.0,2.0,1.0,151969666.4,0.0,0.0,42.0,162012.0,335789.0,117678.0,74879.0,3.0,10.0,4.0,0.0,311
1130,1962.0,4.0,1.0,77546550.0,1.0,0.0,33.0,5350.0,100301.0,12213.0,0.0,5.0,3.0,2.0,0.0,198
1131,1960.0,1.0,1.0,165078883.0,0.0,0.0,77.0,61334.0,777460.0,313953.0,43985.0,0.0,2.0,11.0,0.0,319
1132,1971.0,4.0,2.0,124485000.0,1.0,1.0,15.0,84966.0,621061.0,101150.0,86989.0,1.2,9.0,7.0,0.0,263
1133,1982.0,2.0,1.0,138530064.0,0.0,0.0,36.0,2749.0,667313.0,269517.0,92373.0,1.0,6.0,7.0,0.0,343
1134,1983.0,3.0,0.0,37651000.0,2.0,0.0,75.0,0.0,2023.0,0.0,0.0,2.0,0.0,3.0,0.0,340
1135,1971.0,2.0,0.0,139616362.0,0.0,0.0,36.0,98112.0,307872.0,35887.0,55478.2,0.0,8.0,4.0,0.0,349
1136,1972.0,3.0,0.0,139481223.0,0.0,0.0,20.0,43398.0,986682.0,135811.0,65120.0,2.0,4.0,5.0,0.0,296
1137,1975.0,2.0,1.0,167979576.0,0.0,0.0,65.0,115024.0,1138249.0,229558.0,254542.0,2.0,5.0,7.0,0.0,313
1138,1967.0,2.0,0.0,45118112.0,1.0,0.0,79.0,0.0,646103.8,12677.0,6810.0,2.0,0.0,1.0,0.0,470
1139,1969.0,2.0,2.0,25464580.0,0.0,0.0,61.2,2023.0,17484.0,361.0,2530.0,0.0,8.0,3.0,0.0,300
1140,1953.0,3.0,0.0,201165482.0,0.0,0.0,43.0,58205.0,1438260.0,153324.6,144963.0,0.0,5.0,8.0,0.0,351
1141,1963.0,4.0,2.0,113976624.0,0.0,1.0,2.0,5556.0,130848.0,26272.0,17937.0,1.0,9.0,10.0,0.0,219
1142,1974.0,2.0,2.0,138511110.0,0.0,0.0,67.0,30918.0,259645.0,106838.0,110751.0,0.0,7.0,11.0,0.0,288
1143,1969.0,4.0,2.0,117163418.0,0.0,1.0,70.0,2024.0,89031.0,0.0,4049.0,2.0,2.0,10.0,0.0,198
1144,1959.0,2.0,3.0,63545739.0,0.0,0.0,9.0,137612.0,475762.0,207749.0,189420.0,1.0,8.0,5.0,0.0,276
1145,1961.0,3.0,1.2,205687685.0,0.0,0.0,22.0,40574.0,1434734.0,236945.0,226771.0,0.0,5.0,10.0,0.0,351
1146,1983.0,2.0,2.0,166435946.0,0.0,0.0,27.0,256077.0,1504428.0,51406.0,364344.0,2.0,3.0,6.0,0.0,376
1147,1947.0,1.0,1.2,102145000.0,0.0,0.0,29.0,42483.0,475405.0,103173.0,212415.0,0.0,9.0,12.0,0.0,251
1148,1959.0,1.0,0.0,166392871.0,0.0,0.0,76.0,113469.0,1917258.0,156693.0,186507.0,0.0,4.0,12.0,0.0,297
1149,1968.0,3.0,1.0,166066636.0,0.0,0.0,45.0,84389.0,879645.0,225137.0,36991.0,1.0,1.0,11.0,0.0,360
1150,1980.0,1.0,1.0,165544238.0,0.0,0.0,27.0,58525.0,767664.0,86162.4,48117.0,2.0,2.0,10.0,0.0,272
1151,1976.0,2.0,1.2,69520776.0,1.0,0.0,41.0,7809.0,38641.0,41967.0,3841.0,1.0,4.0,2.0,0.0,295
1152,1973.0,2.0,2.0,151942000.0,0.0,1.0,57.0,44506.0,515865.0,163863.0,82943.0,2.0,7.0,10.0,0.0,374
1153,1953.0,3.0,3.0,127481000.0,0.0,1.0,48.0,139587.0,574532.0,109242.0,93058.0,2.0,9.0,8.0,0.0,47
1154,1979.0,3.0,1.0,165350617.0,0.0,0.0,22.0,54192.0,840955.0,70378.0,40766.0,0.0,3.0,7.0,0.0,272
1155,1961.0,4.0,0.0,103207000.0,1.0,1.0,27.0,0.0,8092.0,10115.0,0.0,0.0,0.0,2.0,0.0,501
1156,1970.0,2.0,1.0,140846000.0,0.0,0.0,70.0,198254.0,790495.8,48552.0,82943.0,0.0,6.0,5.0,0.0,284
1157,1960.0,2.0,0.0,166346507.0,0.0,0.0,83.0,114711.0,1952473.0,111138.0,171666.0,0.0,4.0,11.0,0.0,297
1158,1979.0,0.0,1.8,31356466.0,0.8,0.0,48.0,3674.0,19320.0,14077.0,17214.0,1.0,3.0,2.0,0.0,401
1159,1986.0,1.0,2.0,114837972.0,0.0,0.0,40.2,76402.0,225229.0,66892.0,81729.0,4.0,4.0,7.0,0.0,295
1160,1964.0,2.0,2.0,151817208.0,0.0,1.0,66.0,100999.0,436421.0,154153.0,80294.0,2.0,8.0,8.0,0.0,332
1161,1959.0,3.0,1.0,72173574.8,0.0,1.0,49.0,2546.0,10493.0,523.0,2619.0,0.0,2.0,0.0,0.0,389
1162,1960.0,2.0,2.0,150669774.0,0.0,0.0,29.0,198131.0,1584358.0,302759.0,184135.0,0.0,5.0,5.0,0.0,275
1163,1970.0,3.0,0.0,94927451.0,0.0,1.0,11.0,10773.0,84637.0,16889.0,2728.0,4.0,6.0,4.0,0.0,277
1164,1990.0,3.0,0.0,191726000.0,0.0,0.0,30.0,248829.0,1846999.0,198254.0,297381.0,1.0,6.0,11.0,0.0,452
1165,1951.0,4.0,2.0,117506777.0,0.0,0.0,75.0,17384.0,86334.8,5586.0,6839.0,2.0,5.0,6.0,0.0,229
