ID,h2o,catboost,ag,final_prediction
3118,1,1,1,1
7340,1,0,0,0
6704,0,0,0,0
3622,1,0,0,0
765,1,1,1,1
3940,0,0,0,0
2292,1,1,1,1
7228,0,0,0,0
3525,1,0,0,0
5834,0,0,0,0
6550,0,0,0,0
4960,1,1,1,1
4950,1,0,0,0
130,1,1,1,1
7403,0,0,0,0
2163,1,1,1,1
2438,1,1,1,1
340,1,1,1,1
2805,1,1,1,1
3309,1,1,1,1
3529,0,0,0,0
4724,1,0,0,0
2908,1,1,0,1
1338,1,1,1,1
6514,0,1,0,0
5496,0,0,0,0
819,1,1,1,1
5478,0,0,0,0
4100,0,0,0,0
1449,1,1,1,1
5473,0,0,0,0
276,1,0,1,1
4342,0,0,0,0
2548,1,1,1,1
6543,0,0,0,0
7350,0,0,0,0
2171,1,1,1,1
4080,0,0,0,0
1051,1,1,1,1
2249,0,0,0,0
4259,0,0,0,0
4386,0,0,0,0
1515,1,1,1,1
6865,0,0,0,0
7327,0,0,0,0
7617,0,0,0,0
6966,0,0,0,0
7237,0,0,0,0
6363,0,0,0,0
4401,0,0,0,0
5731,0,0,0,0
3626,1,0,0,0
3911,1,1,1,1
2832,1,1,1,1
4662,0,0,0,0
1909,1,1,1,1
4771,0,0,0,0
5243,0,0,0,0
7538,1,1,1,1
4838,1,1,1,1
3860,1,1,0,1
2311,1,1,0,1
5488,0,0,0,0
1733,1,0,0,0
6169,0,0,0,0
4518,0,0,0,0
7198,0,0,0,0
2919,1,1,1,1
2554,1,1,1,1
1684,1,0,0,0
4476,0,0,0,0
6602,0,0,0,0
555,1,1,1,1
5899,0,0,0,0
7346,0,0,0,0
7276,0,0,0,0
3375,1,1,1,1
6584,0,0,0,0
2490,1,0,0,0
3047,1,1,1,1
6824,0,1,0,0
3851,0,0,0,0
2606,1,1,1,1
7043,0,0,0,0
6900,0,0,0,0
2262,1,0,0,0
4644,0,0,0,0
6637,0,0,0,0
2839,1,1,1,1
7341,0,0,0,0
1343,1,1,1,1
2796,0,0,0,0
3925,1,1,0,1
2813,1,1,1,1
1217,1,1,1,1
2918,1,1,1,1
3986,0,0,0,0
1917,1,1,1,1
128,1,1,1,1
6682,1,0,1,1
6588,0,1,1,1
2518,1,1,1,1
1108,1,1,1,1
358,1,1,1,1
2784,1,1,1,1
7045,0,0,0,0
5039,0,0,0,0
5410,0,0,0,0
7624,0,0,0,0
3832,0,0,0,0
2701,1,1,1,1
6159,0,0,0,0
594,1,1,1,1
3025,1,1,1,1
2088,1,1,1,1
5661,0,0,0,0
6679,0,0,0,0
4479,0,0,0,0
202,0,0,1,0
4979,1,0,0,0
367,1,1,1,1
5454,0,0,0,0
3215,0,0,0,0
4096,0,0,0,0
2400,1,1,0,1
2844,0,0,0,0
2799,1,1,1,1
5217,0,0,0,0
3332,0,0,0,0
3516,1,0,0,0
3881,1,0,1,1
2181,1,1,1,1
4215,1,1,1,1
5057,0,0,0,0
4698,0,0,0,0
252,1,1,1,1
2759,1,0,0,0
5231,0,0,0,0
3238,1,1,0,1
4545,0,0,0,0
1450,1,1,0,1
2819,1,1,1,1
1011,1,1,1,1
2556,1,1,1,1
6168,0,0,0,0
5313,0,0,0,0
4824,0,0,0,0
5716,1,0,1,1
3809,0,0,0,0
4457,0,0,0,0
2693,1,1,1,1
3397,0,0,0,0
5323,0,0,0,0
1429,1,1,1,1
2408,1,0,0,0
903,1,1,1,1
7011,0,0,0,0
6918,0,0,0,0
7064,0,0,0,0
1236,1,0,0,0
4606,0,0,0,0
4517,0,0,0,0
1001,0,1,0,0
6500,0,0,0,0
5617,0,0,0,0
1796,1,1,1,1
942,0,1,1,1
49,1,1,1,1
893,1,1,1,1
7201,0,0,0,0
740,1,1,1,1
5441,1,0,0,0
2906,1,1,1,1
6862,0,0,0,0
3693,1,0,0,0
4248,0,1,0,0
239,1,1,1,1
1610,1,1,1,1
496,1,1,1,1
2161,1,1,1,1
5814,0,0,0,0
7062,1,0,0,0
7514,0,0,0,0
3198,1,0,1,1
1053,1,0,0,0
6531,1,0,0,0
2958,1,1,1,1
4881,1,0,0,0
1153,0,0,0,0
4952,0,0,0,0
3910,1,1,1,1
3961,0,0,0,0
725,1,1,1,1
6924,0,0,0,0
5870,0,0,0,0
104,1,1,0,1
7398,0,0,0,0
5043,0,0,0,0
5807,0,0,0,0
6096,0,0,0,0
474,1,1,1,1
7167,0,0,0,0
1689,1,1,1,1
7046,0,0,0,0
4078,1,0,0,0
1199,1,1,1,1
223,1,1,1,1
1645,1,1,1,1
874,1,1,1,1
5652,0,0,0,0
6323,1,0,0,0
6386,0,0,0,0
3496,0,0,0,0
265,1,0,1,1
4301,0,0,0,0
5616,0,0,0,0
1740,1,1,1,1
7362,1,0,0,0
2011,1,1,1,1
179,1,1,1,1
6416,1,0,0,0
1980,1,1,1,1
2048,1,1,1,1
3700,1,0,1,1
2939,0,0,0,0
1033,1,1,1,1
4332,0,0,0,0
2513,1,1,1,1
7405,0,0,0,0
1308,1,1,1,1
2046,1,1,1,1
809,0,1,1,1
5391,0,0,0,0
5904,1,1,1,1
858,1,1,1,1
5078,0,0,0,0
2206,1,1,1,1
7494,0,0,0,0
2096,1,1,1,1
6004,0,0,0,0
7431,0,0,0,0
2984,1,1,1,1
3302,0,0,0,0
687,0,0,0,0
3245,0,0,0,0
6690,0,0,0,0
3223,1,1,1,1
1283,1,0,1,1
1493,1,1,1,1
221,0,0,0,0
4131,0,0,0,0
1203,1,1,1,1
6080,0,0,0,0
4237,0,0,0,0
5244,0,0,0,0
4723,0,0,0,0
3620,0,0,0,0
374,1,1,1,1
87,1,1,1,1
3728,1,1,1,1
5187,1,1,0,1
6729,0,0,0,0
5286,0,0,0,0
5312,0,0,0,0
5691,0,0,0,0
6284,0,0,0,0
4074,0,0,0,0
4146,1,1,1,1
4211,0,0,0,0
4611,0,0,0,0
2954,1,1,1,1
3558,1,1,1,1
5308,0,0,0,0
6454,0,0,0,0
7573,0,0,0,0
2375,0,1,0,0
1954,1,1,1,1
2381,1,0,0,0
6959,0,0,1,0
4932,0,0,0,0
4150,0,0,0,0
4179,1,0,0,0
5905,0,0,0,0
4617,0,0,0,0
5771,0,0,0,0
5625,0,0,0,0
1154,1,1,1,1
3735,1,1,1,1
3456,1,1,1,1
1994,0,0,1,0
558,1,1,1,1
6681,0,0,0,0
5577,1,1,0,1
7627,0,0,0,0
5225,0,0,0,0
6174,1,0,0,0
6063,0,0,0,0
2022,1,1,1,1
5311,0,0,0,0
4003,1,0,0,0
4435,1,0,0,0
6609,0,0,0,0
3537,1,0,0,0
495,1,1,1,1
6189,1,0,0,0
6192,1,0,1,1
2887,1,1,1,1
5077,0,0,0,0
5066,0,0,0,0
3882,0,1,1,1
6337,0,0,0,0
6212,0,0,0,0
7572,0,0,0,0
4529,0,0,0,0
4329,0,0,0,0
3066,1,1,1,1
4935,0,0,0,0
2563,1,1,1,1
3858,0,0,0,0
2969,1,1,1,1
4256,0,0,0,0
3472,1,0,0,0
3325,1,1,0,1
1226,1,1,1,1
518,1,1,1,1
1839,1,1,1,1
3133,1,0,0,0
1677,1,1,1,1
156,1,1,1,1
286,1,1,1,1
4622,1,0,0,0
4864,0,0,0,0
6583,0,0,0,0
15,1,0,1,1
6562,1,0,0,0
3598,1,1,1,1
3810,0,0,0,0
2524,1,1,0,1
4268,0,0,0,0
2997,1,1,1,1
6833,0,0,0,0
6977,0,0,0,0
3131,1,1,1,1
6780,0,0,0,0
6207,1,0,0,0
6196,0,0,0,0
1782,0,0,0,0
4258,0,0,0,0
2982,0,1,1,1
4428,0,0,0,0
4552,0,0,0,0
5614,0,0,0,0
3063,1,1,1,1
2573,1,1,1,1
5067,0,0,0,0
1016,1,1,1,1
4511,1,0,1,1
659,1,1,1,1
7183,1,1,0,1
5813,0,0,0,0
925,1,1,1,1
6938,1,0,0,0
5477,0,0,0,0
5468,0,0,0,0
5877,0,0,0,0
2125,0,0,0,0
1151,1,1,1,1
1328,1,0,1,1
7109,0,0,0,0
2357,0,0,0,0
1087,0,1,0,0
4030,0,0,0,0
1172,1,1,0,1
2300,1,0,0,0
3979,1,1,1,1
1766,1,1,1,1
5852,0,0,0,0
6030,0,0,0,0
3130,1,1,1,1
2297,1,0,0,0
1717,1,1,1,1
4307,0,0,0,0
317,1,1,1,1
6558,0,0,0,0
7509,0,0,0,0
1131,1,1,0,1
42,1,1,1,1
7609,0,0,0,0
4994,1,1,1,1
6434,0,0,0,0
592,1,1,1,1
2256,0,0,0,0
4210,0,0,0,0
6216,1,1,1,1
2331,0,0,0,0
5958,0,0,0,0
2054,1,1,1,1
584,1,1,1,1
1545,1,1,1,1
5854,0,0,0,0
5973,0,0,0,0
3243,1,1,1,1
6753,0,0,0,0
3507,0,0,0,0
73,1,1,1,1
5985,1,0,0,0
3690,0,0,0,0
2626,1,1,1,1
5429,0,0,0,0
1932,1,1,1,1
4046,0,0,0,0
748,1,1,1,1
5112,1,0,1,1
5021,0,0,0,0
2581,1,1,1,1
5758,0,0,0,0
6517,1,0,0,0
5990,0,0,0,0
5107,0,0,0,0
3662,0,0,0,0
1010,1,1,1,1
1931,1,1,1,1
7202,0,0,0,0
2772,1,1,1,1
975,1,1,1,1
525,1,1,1,1
603,1,1,1,1
667,1,1,1,1
6689,0,1,1,1
7479,0,1,1,1
4955,0,0,0,0
1868,1,1,1,1
44,1,1,1,1
7429,1,1,1,1
3289,0,1,0,0
257,1,1,1,1
6099,0,0,0,0
7272,0,0,0,0
2620,1,1,1,1
2094,1,1,1,1
5792,0,0,0,0
4032,0,0,0,0
3751,1,0,0,0
3429,0,0,0,0
5902,0,0,0,0
4679,0,0,0,0
6136,1,0,0,0
5730,1,1,1,1
6852,0,0,0,0
3889,0,0,0,0
3060,1,0,0,0
6808,0,0,0,0
7082,0,0,0,0
5199,1,0,0,0
6481,0,0,0,0
1319,1,1,1,1
1035,1,1,1,1
6974,0,0,0,0
744,0,0,0,0
4551,0,0,0,0
481,1,0,1,1
3085,1,1,0,1
5848,0,0,0,0
418,1,1,1,1
5144,0,0,0,0
4164,0,0,0,0
4038,0,0,0,0
6150,0,0,0,0
4612,1,1,1,1
7339,0,0,0,0
5442,0,0,0,0
5935,0,0,0,0
4398,1,0,0,0
2154,1,1,1,1
965,1,1,1,1
5001,1,0,0,0
6665,0,0,0,0
3152,0,0,0,0
882,1,1,1,1
5378,0,0,0,0
5594,0,0,0,0
7381,0,0,0,0
1594,1,1,1,1
7072,1,0,0,0
7036,0,0,0,0
7135,0,0,0,0
3418,1,1,0,1
5017,0,0,0,0
4097,0,0,0,0
1907,1,1,1,1
6955,0,1,0,0
4978,0,0,0,0
7063,1,0,0,0
3777,0,0,0,0
690,1,1,1,1
4280,1,0,0,0
4153,0,0,0,0
4686,1,0,0,0
4519,1,0,0,0
5200,0,1,0,0
7001,0,0,0,0
1559,0,0,1,0
3688,0,0,0,0
4088,1,1,0,1
7101,1,1,1,1
1176,1,1,1,1
3008,1,1,1,1
4464,0,0,0,0
3656,0,0,0,0
6468,0,0,0,0
490,1,0,0,0
3752,0,0,0,0
4135,0,0,0,0
1345,1,0,0,0
6717,0,0,0,0
6478,0,0,0,0
7071,0,0,0,0
251,1,1,1,1
5013,0,0,0,0
4797,1,1,1,1
7399,0,0,0,0
3509,1,0,0,0
1215,1,1,1,1
6368,1,0,0,0
4802,0,0,0,0
2448,1,0,0,0
368,1,0,0,0
4884,0,0,0,0
6082,1,1,1,1
3719,1,0,1,1
6389,0,0,0,0
676,1,1,1,1
4810,0,1,0,0
207,1,1,0,1
6203,0,0,0,0
6979,0,0,0,0
3005,1,1,1,1
3241,1,0,0,0
6146,0,0,0,0
1658,1,1,1,1
4214,1,0,0,0
1004,1,1,1,1
7090,0,0,0,0
2550,1,1,1,1
1739,1,1,1,1
4966,0,0,0,0
6736,0,0,0,0
1165,1,1,1,1
1060,1,1,0,1
3527,1,1,0,1
643,1,1,1,1
3244,1,0,0,0
5128,0,0,0,0
5385,1,0,1,1
5211,0,0,0,0
2065,1,1,1,1
5562,0,0,0,0
2924,1,1,1,1
2547,1,1,1,1
3976,1,1,0,1
234,1,1,1,1
3042,1,1,1,1
5976,0,0,0,0
2726,1,1,1,1
6545,1,1,1,1
2257,1,1,1,1
5424,0,0,0,0
6077,0,0,0,0
6288,0,0,0,0
3269,0,0,0,0
2795,1,1,1,1
6375,1,0,0,0
4834,1,1,1,1
7361,1,1,0,1
7230,0,0,0,0
6580,0,0,0,0
4170,1,0,0,0
4695,0,0,0,0
1326,1,1,1,1
2210,1,1,1,1
699,0,0,0,0
391,1,1,1,1
2849,1,1,1,1
7529,0,0,0,0
232,1,1,1,1
218,1,1,1,1
1315,1,0,0,0
6635,0,0,0,0
888,1,1,1,1
4060,0,0,0,0
4295,0,0,0,0
6423,0,0,0,0
6256,0,0,0,0
4092,1,0,0,0
13,1,0,1,1
6772,1,1,1,1
6942,0,0,0,0
891,1,1,1,1
3149,0,0,0,0
3340,1,0,0,0
6532,0,0,0,0
5316,0,0,0,0
7616,0,0,0,0
1473,0,1,1,1
3455,1,0,0,0
2350,1,0,0,0
6222,0,0,0,0
5175,0,0,0,0
3196,1,1,1,1
6784,0,0,0,0
155,1,1,0,1
5246,0,0,0,0
3107,1,0,0,0
1633,0,0,0,0
4936,0,0,0,0
7179,0,0,0,0
7164,0,1,0,0
625,1,1,1,1
288,1,1,1,1
6280,0,0,0,0
2123,1,1,1,1
1865,1,1,1,1
3160,1,1,1,1
4423,0,0,0,0
3046,1,1,1,1
6632,0,0,0,0
6371,0,0,0,0
4537,0,0,0,0
805,1,1,1,1
3210,1,1,0,1
692,1,1,1,1
1789,1,1,1,1
3038,1,1,1,1
5329,0,0,0,0
543,0,0,0,0
742,1,1,1,1
5443,0,1,0,0
4173,0,0,0,0
7275,0,0,0,0
7540,0,0,0,0
7240,1,0,0,0
6336,1,1,1,1
829,1,1,1,1
3666,0,0,0,0
381,1,1,1,1
4014,1,1,1,1
4469,0,0,1,0
1674,1,1,1,1
2204,1,1,1,1
3606,0,0,0,0
494,1,0,1,1
7608,0,0,0,0
3602,0,0,1,0
477,1,1,0,1
646,1,1,1,1
6387,0,0,0,0
6727,0,0,0,0
6850,0,0,0,0
2253,0,0,0,0
5425,0,1,0,0
4783,0,0,0,0
5708,1,1,0,1
1309,1,0,1,1
4807,0,0,0,0
4961,0,0,0,0
1620,1,1,1,1
2144,1,0,0,0
5389,0,0,0,0
2915,1,1,1,1
473,1,1,1,1
1823,1,1,1,1
3684,1,1,1,1
3101,1,1,0,1
4407,0,0,1,0
6879,0,0,0,0
2378,1,1,0,1
1630,1,1,1,1
1940,1,1,1,1
1464,1,1,1,1
2387,1,0,0,0
6995,1,0,1,1
4649,0,0,0,0
2899,1,1,1,1
3938,0,0,0,0
926,1,0,1,1
2852,1,1,1,1
2176,0,1,1,1
4041,0,0,0,0
5823,0,0,1,0
1421,1,1,1,1
5981,0,0,0,0
6215,0,0,0,0
4427,0,0,0,0
6989,0,0,0,0
1356,1,1,1,1
1837,1,1,1,1
3284,1,0,0,0
2045,1,1,1,1
7033,0,0,0,0
5331,0,0,0,0
4340,0,0,0,0
1788,1,1,1,1
6334,0,0,0,0
106,1,1,1,1
2901,1,1,1,1
6749,0,0,0,0
5309,0,0,0,0
5632,0,0,0,0
2196,1,0,0,0
2820,1,1,1,1
3779,1,1,1,1
2952,1,0,0,0
5459,0,0,0,0
4977,0,0,0,0
2923,1,1,1,1
2027,0,0,1,0
7583,0,1,1,1
5829,0,0,0,0
5612,1,1,0,1
3934,1,0,0,0
977,1,1,1,1
1763,0,0,0,0
981,1,1,1,1
1119,1,1,1,1
6155,0,0,0,0
2837,1,1,1,1
5777,0,0,0,0
6513,0,0,0,0
1327,1,1,1,1
4628,0,0,0,0
2549,1,1,1,1
4790,0,0,0,0
6107,0,0,0,0
6024,0,0,0,0
1760,1,1,1,1
3484,1,1,1,1
4719,0,0,0,0
5230,0,0,0,0
6821,0,0,0,0
7159,1,1,1,1
2964,1,1,1,1
5656,0,0,0,0
6224,0,0,0,0
7438,0,0,0,0
1687,1,1,0,1
4857,0,0,0,0
4794,1,1,1,1
2965,1,1,1,1
2621,1,1,1,1
1988,1,1,1,1
447,1,1,1,1
4022,0,0,0,0
4272,1,1,1,1
6325,0,0,0,0
4805,1,1,1,1
4065,0,0,0,0
5239,0,0,0,0
6654,0,0,0,0
6444,0,0,0,0
389,1,1,1,1
6945,0,0,0,0
6021,0,0,0,0
1127,1,1,1,1
2333,1,1,0,1
808,1,1,1,1
6494,0,0,0,0
2439,1,1,1,1
6787,0,0,0,0
7331,0,0,0,0
1568,1,0,1,1
2670,1,1,1,1
4613,0,0,0,0
7413,0,0,0,0
3878,0,0,0,0
6195,1,0,0,0
424,0,0,0,0
7010,1,1,1,1
7242,0,0,0,0
1413,0,0,0,0
423,1,1,1,1
6098,0,0,0,0
2616,1,1,1,1
5809,0,0,0,0
6217,0,0,0,0
2869,1,1,1,1
3307,0,1,0,0
1040,1,1,0,1
4870,0,0,0,0
2000,1,1,1,1
6446,1,1,1,1
2637,1,1,1,1
5559,0,0,0,0
6234,0,0,0,0
3838,0,0,0,0
4360,1,0,1,1
997,1,1,1,1
3677,1,0,1,1
7599,0,1,1,1
7131,1,1,0,1
1947,0,0,0,0
3674,1,1,1,1
4197,0,0,0,0
2833,1,1,1,1
7075,0,0,0,0
3721,0,0,0,0
6032,0,0,0,0
3950,1,1,1,1
486,0,0,0,0
4335,1,1,1,1
6307,0,0,0,0
1638,1,0,1,1
5040,0,0,0,0
733,1,1,1,1
5471,0,0,0,0
6711,0,0,0,0
3382,1,1,1,1
287,1,1,1,1
4281,1,1,0,1
7199,1,1,1,1
715,1,1,1,1
3855,1,1,1,1
3460,1,1,1,1
7338,1,1,0,1
6269,0,0,0,0
854,1,1,1,1
2615,1,1,1,1
4879,0,0,0,0
4183,1,0,0,0
246,1,1,1,1
1029,1,1,1,1
1553,1,1,1,1
5943,0,0,0,0
5538,0,0,0,0
3435,0,0,0,0
6554,0,0,0,0
7447,0,0,0,0
5647,0,0,0,0
4660,0,0,0,0
7307,0,0,0,0
7629,1,0,0,0
7592,0,1,1,1
5662,0,0,0,0
7066,1,0,0,0
3837,1,1,1,1
2205,1,1,1,1
2607,1,1,1,1
2746,1,1,1,1
6400,1,0,1,1
2807,1,1,0,1
6260,0,0,0,0
3272,0,0,0,0
2654,1,1,1,1
6043,0,0,0,0
600,1,1,1,1
4312,0,0,0,0
6891,0,0,0,0
5490,0,0,0,0
323,1,1,1,1
2627,1,1,1,1
4132,1,0,0,0
6074,0,0,0,0
2080,1,1,1,1
37,1,1,1,1
652,1,1,1,1
1265,1,1,1,1
5553,1,1,1,1
7140,0,0,0,0
2202,1,1,1,1
4024,0,0,0,0
390,1,1,1,1
6037,0,0,0,0
5055,0,0,0,0
732,1,1,1,1
5765,0,0,0,0
4349,0,0,0,0
4835,0,0,0,0
3233,0,0,0,0
5885,0,0,0,0
5007,0,0,0,0
3635,0,0,0,0
1320,1,0,0,0
5184,0,0,0,0
3169,0,0,0,0
6624,0,0,0,0
2334,0,0,0,0
442,1,1,1,1
263,1,1,1,1
3847,1,1,1,1
1554,1,1,1,1
3081,0,0,0,0
6909,0,0,0,0
3762,0,0,0,0
7409,1,1,1,1
6892,1,1,1,1
4048,0,0,0,0
3775,1,1,1,1
5467,0,0,0,0
5098,0,1,0,0
812,1,1,1,1
6675,0,0,0,0
4492,1,1,1,1
2304,1,1,1,1
4202,0,0,0,0
3937,0,0,0,0
2299,1,0,0,0
2718,1,1,1,1
2407,1,1,0,1
3996,1,0,0,0
4057,0,0,0,0
6871,1,0,0,0
4735,0,0,0,0
4889,0,0,0,0
1261,0,0,0,0
4241,1,1,0,1
2902,1,1,1,1
2052,1,1,1,1
2758,1,1,1,1
1129,1,0,0,0
6012,0,0,0,0
5766,0,0,0,0
2926,1,1,1,1
3619,1,1,1,1
6870,1,0,0,0
1446,1,1,0,1
2040,0,0,0,0
1814,1,0,0,0
3766,1,1,1,1
3075,1,0,0,0
3387,0,1,0,0
780,1,1,1,1
2516,1,0,0,0
7049,0,0,0,0
7441,0,0,0,0
6408,1,0,0,0
4252,0,0,0,0
6242,1,1,1,1
898,1,1,1,1
2441,0,0,0,0
2050,1,1,1,1
6267,0,0,0,0
2725,1,1,1,1
2071,1,1,1,1
5336,0,0,0,0
2432,1,1,1,1
4646,0,0,0,0
2744,1,1,1,1
6160,0,0,0,0
3764,0,0,0,0
4634,0,0,0,0
4007,1,1,0,1
139,1,1,1,1
749,1,1,1,1
1423,1,1,1,1
1260,1,1,1,1
763,1,1,1,1
3297,1,1,0,1
1103,1,1,1,1
4904,0,0,0,0
195,1,1,1,1
6143,0,0,0,0
6254,0,1,0,0
7117,0,0,0,0
2540,1,1,0,1
6812,1,0,1,1
6657,0,0,0,0
3844,1,0,0,0
5778,0,0,0,0
3982,1,0,0,0
3730,1,1,1,1
5819,0,0,0,0
4061,0,0,0,0
6917,0,0,0,0
7070,0,0,0,0
1555,1,1,1,1
3177,0,0,0,0
1000,1,1,1,1
6475,0,0,0,0
6953,0,0,0,0
7261,0,0,0,0
7003,0,0,0,0
2973,1,1,1,1
2308,0,0,0,0
5291,0,0,0,0
2870,1,1,1,1
6769,0,0,0,0
6505,1,1,1,1
2566,0,0,0,0
493,1,1,1,1
850,0,0,0,0
3395,1,0,0,0
1899,1,1,1,1
1697,0,0,0,0
6559,0,0,0,0
2199,1,1,1,1
2883,1,1,1,1
2980,1,1,0,1
5262,0,0,0,0
3997,0,0,0,0
3854,0,0,1,0
2727,1,1,1,1
2232,1,1,1,1
4079,0,0,0,0
3154,1,1,0,1
4266,0,0,1,0
6248,1,0,0,0
1969,1,0,0,0
6910,0,0,0,0
845,0,0,0,0
4185,1,0,1,1
6856,0,0,0,0
5287,0,0,0,0
2032,1,1,1,1
2030,0,1,0,0
1871,1,0,1,1
5028,1,0,0,0
2802,1,0,0,0
4381,1,1,1,1
6512,0,0,0,0
7067,0,0,0,0
6563,0,0,0,0
5908,0,0,0,0
2270,1,0,0,0
3216,0,0,0,0
5967,0,0,0,0
2014,1,1,1,1
5791,1,1,1,1
1825,1,1,0,1
987,0,0,0,0
4548,1,0,1,1
5663,0,0,0,0
1941,1,1,0,1
7469,0,0,0,0
2487,1,1,1,1
6590,0,0,0,0
7425,1,1,1,1
5411,0,0,0,0
857,1,1,1,1
793,1,1,1,1
1250,1,1,1,1
5643,0,0,0,0
5229,1,1,0,1
679,1,1,1,1
3365,1,1,1,1
6538,0,0,0,0
1850,0,0,0,0
3988,0,0,0,0
2514,1,0,0,0
4666,0,0,0,0
6294,1,0,0,0
723,0,1,1,1
3803,1,0,1,1
3171,1,1,1,1
2306,1,0,0,0
7477,0,0,0,0
1666,1,1,1,1
3811,1,1,0,1
5710,1,1,1,1
7098,1,0,0,0
5491,0,0,0,0
3450,1,1,1,1
5366,0,0,0,0
302,1,1,1,1
3872,1,0,0,0
1214,1,1,1,1
6108,0,0,0,0
3341,1,1,1,1
4223,1,1,1,1
3725,0,1,0,0
6758,0,0,0,0
4815,0,0,0,0
751,1,1,1,1
291,1,1,1,1
6328,1,1,0,1
3658,0,0,0,0
6429,0,0,0,0
580,1,1,1,1
784,1,0,0,0
6642,0,0,0,0
3584,1,0,0,0
6279,0,0,0,0
7329,0,0,0,0
3623,1,1,0,1
4796,0,0,0,0
6641,0,0,0,0
4494,1,0,1,1
7073,0,0,0,0
270,0,0,0,0
540,1,1,1,1
3590,1,0,0,0
4836,0,0,0,0
2636,1,1,1,1
1580,1,1,1,1
3564,0,0,0,0
7589,0,0,0,0
7527,0,0,0,0
4896,0,0,0,0
2526,1,1,1,1
6846,0,0,0,0
6380,0,0,0,0
1366,1,1,1,1
58,1,1,1,1
3518,1,1,0,1
5102,1,1,1,1
2995,1,1,1,1
1987,1,1,1,1
5815,0,0,0,0
6161,0,0,0,0
4842,0,0,0,0
2064,1,0,0,0
880,1,0,0,0
5361,0,0,0,0
2057,1,1,1,1
1626,1,1,1,1
2287,1,1,1,1
4385,1,0,0,0
3791,0,0,0,0
2738,1,1,1,1
3343,1,0,0,0
1775,1,1,1,1
5195,0,0,0,0
5479,0,0,0,0
1018,1,1,1,1
467,1,1,1,1
4447,0,0,0,0
6185,0,0,0,0
4116,0,0,1,0
4582,0,0,0,0
2237,1,1,1,1
1404,1,0,0,0
2037,1,1,1,1
6067,0,0,0,0
433,1,1,1,1
5447,0,0,0,0
5913,1,0,0,0
483,1,1,1,1
6050,0,0,0,0
5727,1,0,1,1
7204,0,0,0,0
3434,1,1,0,1
1092,1,1,1,1
3220,0,0,0,0
5605,0,0,0,0
6081,0,0,0,0
6667,1,0,0,0
31,1,0,0,0
1026,1,1,1,1
1795,1,0,0,0
5220,0,0,0,0
6023,0,0,0,0
5292,0,0,0,0
7450,0,0,0,0
2760,1,1,1,1
4021,0,0,0,0
7074,1,0,0,0
5192,0,0,0,0
6442,0,0,0,0
2846,1,0,0,0
3767,0,1,0,0
4865,0,0,0,0
2732,1,1,1,1
6848,0,0,0,0
1879,1,1,1,1
656,1,1,1,1
6088,1,0,1,1
2038,1,1,1,1
5167,0,0,0,0
6477,0,0,0,0
5174,0,0,0,0
2664,1,1,1,1
3975,0,1,0,0
978,1,0,1,1
243,1,1,1,1
1756,1,1,1,1
7484,0,0,0,0
452,1,1,1,1
236,1,1,1,1
5432,0,0,0,0
1314,1,1,1,1
7480,0,0,0,0
1426,1,1,1,1
2233,0,1,1,1
1926,1,1,1,1
3100,0,0,0,0
328,1,1,1,1
6982,1,1,0,1
7002,0,0,0,0
204,1,1,1,1
7510,0,0,0,0
5561,0,0,0,0
6948,0,0,0,0
2801,0,0,0,0
6601,0,0,0,0
2991,1,1,1,1
1641,1,0,1,1
697,1,1,1,1
3316,0,0,0,0
134,1,1,1,1
3327,1,0,0,0
4944,1,0,0,0
5118,0,0,0,0
3980,1,0,1,1
248,1,1,1,1
5623,0,0,0,0
4091,0,0,0,0
7037,0,0,0,0
361,1,1,1,1
4967,1,0,0,0
3828,0,0,0,0
7390,0,0,0,0
1340,1,1,1,1
3229,0,0,0,0
3628,0,0,0,0
3593,0,0,0,0
1102,0,0,1,0
4302,0,0,0,0
4905,1,1,1,1
855,1,1,1,1
5409,0,0,0,0
1826,1,1,1,1
2498,0,0,0,0
3907,1,1,1,1
1705,1,1,1,1
5878,0,0,0,0
2594,1,1,1,1
167,1,1,1,1
2372,1,1,1,1
4707,0,0,0,0
1303,1,1,1,1
5387,0,0,0,0
1647,1,1,1,1
4806,1,0,0,0
6226,0,0,0,0
2167,1,0,0,0
2889,1,1,1,1
2751,1,1,0,1
5063,0,0,0,0
7380,1,1,0,1
2070,1,1,1,1
1722,1,1,0,1
3018,1,1,1,1
823,1,1,1,1
2829,1,1,0,1
2595,1,1,1,1
5572,1,0,1,1
1675,1,1,0,1
3915,0,0,0,0
767,1,1,0,1
6135,0,0,0,0
922,1,1,1,1
6548,0,0,0,0
5867,0,0,0,0
4633,0,0,0,0
3530,1,1,1,1
3034,1,1,1,1
5408,0,0,0,0
5242,1,0,0,0
3315,1,1,0,1
6219,0,0,0,0
2930,1,1,1,1
2347,1,1,1,1
5053,0,0,0,0
2456,0,0,0,0
5333,0,0,0,0
2850,1,0,0,0
3074,0,1,0,0
974,1,1,1,1
5558,0,0,0,0
5465,0,0,0,0
4062,1,0,0,0
4481,0,0,0,0
324,1,1,1,1
6574,0,0,0,0
7335,1,1,0,1
3877,1,1,1,1
4916,0,0,0,0
5557,0,0,0,0
1624,1,1,1,1
6313,0,0,0,0
6618,0,0,0,0
3506,1,1,1,1
2975,1,1,1,1
6600,0,0,0,0
877,1,1,1,1
7590,0,0,0,0
7474,0,1,0,0
